corridor,corridor_trip_count,corridor_median_factor,corridor_mean_factor,corridor_pct_delayed,corridor_median_actual_time,corridor_median_osrm_time,corridor_median_dwell,corridor_main_route_type,is_reliable,estimated_sla_breaches
IND402109AAA_IND402301AAA,20,1.9039855075,1.99901724235,1.0,90.5,48.0,5.5,Carting,1,20
IND843301AAA_IND843320AAA,20,1.509230769,1.7930206244,1.0,38.5,25.0,70.5,FTL,1,20
IND845305AAA_IND842001AAA,20,2.6469573925,2.8070090048000003,1.0,255.5,92.0,435.0,FTL,1,20
IND846004AAA_IND847103AAA,20,1.791666667,1.8731389986500002,1.0,43.0,24.0,72.5,FTL,1,20
IND411021AAA_IND411033AAA,31,1.416666667,2.5394812178387096,0.6451612903225806,17.0,14.0,48.0,Carting,1,20
IND395023AAA_IND562132AAA,20,1.9201950865000001,1.92677556415,1.0,1660.0,863.0,180.5,FTL,1,20
IND411033AAA_IND403726AAA,20,2.0489061299999998,2.0690453486,1.0,798.0,389.0,206.5,FTL,1,20
IND262701AAA_IND262802AAA,20,2.1875,2.31445981545,1.0,51.0,24.0,30.0,FTL,1,20
IND535558AAA_IND535501AAB,20,1.565217391,1.61221061545,1.0,36.0,23.0,22.5,FTL,1,20
IND306401AAB_IND305001AAC,20,2.9226599685,2.8972318755499997,1.0,357.0,123.0,42.5,Carting,1,20
IND285001AAD_IND285205AAB,21,1.424242424,1.509340507952381,0.9047619047619048,45.0,32.0,33.0,FTL,1,19
IND421302AAG_IND110037AAM,19,2.081349206,2.1017895614210524,1.0,2098.0,1007.0,168.0,FTL,1,19
IND122001AAA_IND000000ACB,20,1.7235521235,1.6665425906500002,0.95,61.5,34.0,43.0,Carting,1,19
IND501359AAE_IND500008AAC,19,1.857142857,1.8606936923157895,1.0,39.0,21.0,108.0,Carting,1,19
IND691001AAB_IND691506AAA,21,1.36,1.3940034527619047,0.9047619047619048,34.0,25.0,136.0,Carting,1,19
IND302020AAA_IND302014AAB,19,5.75,4.896996278631579,1.0,68.0,11.0,18.0,Carting,1,19
IND691551AAA_IND691001AAB,19,2.263157895,2.840900350368421,1.0,88.0,39.0,646.0,Carting,1,19
IND500050AAA_IND501359AAE,19,2.088235294,2.8678863417894735,1.0,71.0,32.0,206.0,Carting,1,19
IND500008AAF_IND500039AAC,19,3.357142857,3.6065519189999997,1.0,54.0,15.0,61.0,Carting,1,19
IND731301AAA_IND713205AAB,19,1.943661972,2.102736565421053,1.0,138.0,71.0,24.0,FTL,1,19
IND302014AAB_IND302023AAA,19,2.714285714,2.765870997736842,1.0,61.0,23.0,36.0,Carting,1,19
IND302014AAB_IND302026AAA,19,2.333333333,2.970650818105263,1.0,42.0,18.0,68.0,Carting,1,19
IND000000ACB_IND842001AAA,19,2.047425474,2.049812057105263,1.0,1509.0,737.0,187.0,FTL,1,19
IND431136AAC_IND431001AAA,19,3.0,2.980329611894737,1.0,28.0,9.0,430.0,Carting,1,19
IND842001AAA_IND854326AAB,19,1.825,1.8977609053684212,1.0,365.0,202.0,122.0,FTL,1,19
IND847103AAA_IND847404AAB,19,1.96969697,2.070790092263158,1.0,65.0,33.0,46.0,FTL,1,19
IND852113AAA_IND852139AAB,19,2.791666667,2.985936678421053,1.0,67.0,24.0,42.0,FTL,1,19
IND209304AAA_IND211002AAB,21,1.575539568,1.530438236714286,0.9047619047619048,240.0,139.0,206.0,FTL,1,19
IND532421AAA_IND532201AAA,19,1.833333333,1.8827524470526318,1.0,35.0,19.0,21.0,FTL,1,19
IND515761AAA_IND515004AAA,19,1.773584906,1.8203978153157896,1.0,94.0,53.0,48.0,FTL,1,19
IND577002AAA_IND581115AAC,19,2.357142857,2.4450020583684213,1.0,66.0,29.0,57.0,Carting,1,19
IND261201AAB_IND261001AAA,19,2.64516129,2.758915984947368,1.0,87.0,32.0,26.0,FTL,1,19
IND523230AAA_IND523105AAA,19,1.382978723,1.4265983275789473,1.0,62.0,43.0,5.0,FTL,1,19
IND201301AAF_IND203205AAA,19,2.0,2.106868448368421,1.0,91.0,45.0,54.0,FTL,1,19
IND522647AAA_IND523201AAA,19,1.56,1.5390505676315789,1.0,78.0,50.0,36.0,FTL,1,19
IND521301AAA_IND521001AAA,19,1.846153846,1.9582362260000001,1.0,47.0,25.0,19.0,FTL,1,19
IND521225AAB_IND521301AAA,19,1.733333333,2.085685361,1.0,78.0,45.0,106.0,FTL,1,19
IND401209AAB_IND421302AAH,19,2.705882353,2.8130727331578944,1.0,87.0,34.0,67.0,Carting,1,19
IND517583AAA_IND516101AAA,19,2.145833333,2.173975323368421,1.0,102.0,48.0,14.0,Carting,1,19
IND517501AAB_IND517583AAA,19,2.153846154,2.1798193132631583,1.0,56.0,26.0,20.0,Carting,1,19
IND152026AAA_IND000000ACA,19,4.533333333,4.528432295315789,1.0,548.0,121.0,75.0,FTL,1,19
IND562132AAA_IND560043AAC,22,1.8385416664999998,1.8810499520454547,0.8636363636363636,61.5,33.5,65.5,Carting,1,19
IND591123AAC_IND587103AAB,19,1.705882353,1.6967342628947368,1.0,87.0,51.0,31.0,FTL,1,19
IND143001AAA_IND144001AAB,19,2.272727273,2.3070875804210527,1.0,140.0,63.0,75.0,FTL,1,19
IND131028AAB_IND244001AAA,19,1.697986577,1.807604665631579,1.0,262.0,156.0,364.0,FTL,1,19
IND506132AAA_IND122001AAJ,19,1.823529412,1.8707873101578947,1.0,65.0,34.0,10.0,FTL,1,19
IND503122AAA_IND502110AAA,19,1.552631579,1.6855057272631577,1.0,58.0,37.0,11.0,FTL,1,19
IND509001AAA_IND509203AAA,19,1.542857143,1.5692841730526315,1.0,52.0,34.0,28.0,FTL,1,19
IND503185AAA_IND503187AAA,19,1.5,1.5648148147894736,1.0,42.0,28.0,21.0,FTL,1,19
IND413401AAA_IND411033AAA,19,2.134831461,2.1445304190526318,1.0,374.0,175.0,60.0,FTL,1,19
IND140001AAA_IND140118AAA,19,1.757575758,1.7491765845789473,1.0,58.0,33.0,35.0,FTL,1,19
IND507111AAA_IND507117AAB,19,1.6875,1.7397250156842106,1.0,54.0,31.0,17.0,FTL,1,19
IND509203AAA_IND509301AAA,19,1.5,1.5167024585263158,1.0,39.0,26.0,16.0,FTL,1,19
IND140301AAA_IND140901AAA,19,1.928571429,1.9667919800000002,1.0,28.0,14.0,20.0,Carting,1,19
IND402107AAA_IND402109AAA,18,2.2462365595,2.291625376666667,1.0,68.0,30.0,20.0,Carting,1,18
IND306401AAB_IND342005AAD,18,1.686579378,1.9108179594444445,1.0,91.5,54.0,56.5,FTL,1,18
IND411033AAA_IND000000ACB,18,1.7178853754999999,1.7397386003888888,1.0,1738.5,1013.0,190.0,FTL,1,18
IND380006AAA_IND382430AAB,18,1.818181818,2.3138407887777777,1.0,20.0,10.5,22.5,Carting,1,18
IND421302AAG_IND382430AAB,18,2.0546000235,2.0293932565555557,1.0,731.5,357.5,192.5,FTL,1,18
IND395023AAA_IND110037AAM,18,1.83065983,1.8384347159444445,1.0,1540.5,841.0,447.0,FTL,1,18
IND382715AAA_IND382430AAB,18,1.981818182,2.1146019948333334,1.0,108.0,54.0,13.5,FTL,1,18
IND390022AAA_IND388320AAA,18,2.039230769,2.0821700996666666,1.0,52.5,26.0,34.0,Carting,1,18
IND384205AAA_IND382715AAA,18,1.4935897434999998,1.5535818713333334,1.0,57.5,40.0,40.0,FTL,1,18
IND249407AAA_IND249201AAA,18,1.8397435894999998,2.1642558043888886,1.0,48.0,26.0,28.0,FTL,1,18
IND382430AAB_IND384205AAA,20,1.3784313725,1.41737495775,0.9,117.0,85.0,222.0,FTL,1,18
IND249407AAA_IND246149AAA,18,2.4596491225,2.6555004049999997,1.0,142.5,57.0,38.0,FTL,1,18
IND249407AAA_IND131028AAB,18,2.7338679304999998,2.793369603888889,1.0,488.0,178.0,34.5,FTL,1,18
IND302014AAB_IND302020AAA,18,2.0,2.3425192091666664,1.0,24.0,12.0,29.0,Carting,1,18
IND273014AAB_IND277303AAC,18,1.98,2.010201343666667,1.0,198.0,101.0,55.5,FTL,1,18
IND282001AAF_IND283122AAB,18,2.1885964915000002,2.2946648021111113,1.0,40.5,18.0,48.5,Carting,1,18
IND000000AAL_IND411033AAA,18,2.6950000000000003,3.128867185888889,1.0,74.5,27.0,87.5,Carting,1,18
IND560060AAB_IND562132AAA,19,1.724137931,2.027403743,0.9473684210526315,50.0,30.0,38.0,Carting,1,18
IND560099AAB_IND560002AAA,25,2.1,1.95541942752,0.72,42.0,21.0,80.0,Carting,1,18
IND533003AAA_IND533401AAA,18,1.9392097265,1.9869667391666666,1.0,93.0,48.0,55.0,FTL,1,18
IND000000ADV_IND600044AAC,18,2.0533428165,2.1092386245555557,1.0,76.5,37.0,49.0,Carting,1,18
IND812002AAA_IND813203AAA,18,3.8903162059999996,4.264712340777778,1.0,87.5,23.0,69.5,FTL,1,18
IND788026AAC_IND781018AAB,18,2.3696248405,2.3960730658333333,1.0,576.5,246.0,159.0,FTL,1,18
IND560048AAB_IND560099AAB,26,1.635237069,2.2676102738846153,0.6923076923076923,53.5,32.0,32.0,Carting,1,18
IND560058AAB_IND560099AAB,22,1.6455301455,1.6632159872727272,0.8181818181818182,61.0,37.0,30.0,Carting,1,18
IND583101AAA_IND583201AAA,18,2.746376812,2.736491183888889,1.0,125.0,46.0,5.5,FTL,1,18
IND305601AAC_IND305001AAC,18,1.9575163395,2.0238453630555555,1.0,67.5,34.0,20.0,FTL,1,18
IND560078AAC_IND560099AAB,20,2.0823798625,2.49068703255,0.9,49.5,23.0,80.0,Carting,1,18
IND160002AAC_IND173212AAA,18,2.1426985370000002,2.1626273988888887,1.0,188.5,88.0,148.0,FTL,1,18
IND201304AAA_IND201301AAF,18,2.2225274725,2.4677045177222223,1.0,29.0,13.0,23.0,Carting,1,18
IND742303AAB_IND741165AAB,18,3.2297297295,3.091987376,1.0,77.0,23.5,75.5,Carting,1,18
IND160002AAC_IND142001AAB,18,1.836087571,1.842623710611111,1.0,222.0,118.5,140.0,FTL,1,18
IND741123AAB_IND741126AAB,18,2.384469697,2.432428451222222,1.0,77.0,32.0,26.0,Carting,1,18
IND560300AAA_IND560043AAC,33,1.266666667,1.458676988878788,0.5454545454545454,38.0,31.0,42.0,Carting,1,18
IND560300AAA_IND560085AAA,18,1.4324324320000001,1.5862134709444444,1.0,53.0,37.0,75.5,Carting,1,18
IND582101AAB_IND580028AAA,18,2.9035615175,2.9905620083333333,1.0,135.0,46.0,133.5,FTL,1,18
IND562132AAA_IND560085AAA,18,1.95,2.325625879222222,1.0,55.5,30.0,67.0,Carting,1,18
IND110037AAM_IND421302AAG,18,1.9914744235,2.0411166400000003,1.0,1985.5,997.0,321.5,FTL,1,18
IND142026AAA_IND141109AAA,18,1.4369047620000002,1.4349322380555556,1.0,51.0,35.0,28.0,FTL,1,18
IND177033AAA_IND160002AAC,18,2.7173492145,2.771609792833333,1.0,520.0,201.0,122.5,FTL,1,18
IND585222AAA_IND585307AAB,18,1.5270270275,1.5687872420555555,1.0,56.5,36.5,32.0,Carting,1,18
IND000000ACB_IND462022AAA,18,1.8545841854999998,1.8419531932222222,1.0,1090.5,588.0,167.0,FTL,1,18
IND507303AAA_IND507002AAA,18,2.4685185185,2.8449991420555554,1.0,134.5,55.0,246.0,FTL,1,18
IND423701AAB_IND422011AAD,18,2.2253477105,2.2856265761666665,1.0,178.0,79.0,31.5,Carting,1,18
IND854326AAB_IND000000ACB,18,2.18553438,2.1907736630555554,1.0,2032.5,930.0,154.0,FTL,1,18
IND591102AAA_IND591307AAC,18,1.9764673309999998,2.058742534888889,1.0,83.0,42.0,12.0,FTL,1,18
IND502220AAC_IND501359AAE,22,1.3204531899999998,1.3314930761818182,0.8181818181818182,169.5,128.0,45.0,FTL,1,18
IND209304AAA_IND208019AAA,18,4.80625,4.999022201500001,1.0,78.5,16.0,78.0,Carting,1,18
IND518002AAA_IND518501AAA,18,1.525921659,1.5336586718333334,1.0,87.0,56.5,181.5,FTL,1,18
IND507117AAB_IND507303AAA,18,1.9780855540000002,2.136870286,1.0,183.0,93.0,19.0,FTL,1,18
IND712310AAE_IND711303AAA,18,2.165909091,2.260868232888889,1.0,84.0,39.5,75.5,Carting,1,18
IND515401AAB_IND515801AAA,18,2.434782609,2.654150459055556,1.0,51.5,22.0,16.5,FTL,1,18
IND515801AAA_IND515865AAB,18,1.5657001044999999,1.6311066398333334,1.0,137.0,87.0,32.5,FTL,1,18
IND515865AAB_IND515761AAA,18,1.696969697,1.6864535815,1.0,55.0,32.0,10.5,FTL,1,18
IND516101AAA_IND516115AAA,18,2.423076923,2.3846351955555556,1.0,57.5,25.0,18.0,Carting,1,18
IND000000ACB_IND821115AAB,18,2.0533625065,2.056823976777778,1.0,1326.5,646.0,183.0,FTL,1,18
IND638701AAA_IND641607AAA,17,1.894736842,1.9987268799411766,1.0,40.0,23.0,357.0,Carting,1,17
IND642001AAA_IND641062AAD,17,1.578947368,1.5882861312352943,1.0,90.0,57.0,46.0,Carting,1,17
IND385535AAA_IND384205AAA,17,1.95,2.006686561411765,1.0,156.0,79.0,174.0,FTL,1,17
IND632006AAA_IND600056AAB,17,1.78313253,1.823631205882353,1.0,148.0,83.0,43.0,FTL,1,17
IND628801AAA_IND628204AAA,17,1.4375,1.5186192124117648,1.0,24.0,16.0,14.0,Carting,1,17
IND627756AAA_IND626117AAA,17,1.655172414,1.7149146248823528,1.0,48.0,29.0,32.0,FTL,1,17
IND627005AAA_IND628801AAA,17,1.613636364,1.7327334187647059,1.0,70.0,44.0,46.0,Carting,1,17
IND626123AAA_IND627756AAA,17,1.86,1.8878731492941176,1.0,92.0,49.0,21.0,FTL,1,17
IND673506AAA_IND670643AAA,17,1.458333333,1.4449523821764705,1.0,32.0,23.0,16.0,Carting,1,17
IND695121AAA_IND695572AAB,17,1.733333333,1.748137156764706,1.0,24.0,13.0,30.0,Carting,1,17
IND421302AAR_IND421301AAA,17,4.0,4.390834818823529,1.0,42.0,10.0,69.0,Carting,1,17
IND713130AAA_IND741123AAB,17,2.0625,2.1437723027058824,1.0,132.0,64.0,41.0,Carting,1,17
IND713148AAA_IND713128AAB,17,2.628571429,2.600898006235294,1.0,92.0,35.0,20.0,FTL,1,17
IND781018AAB_IND110037AAM,17,2.529856387,2.547269474352941,1.0,3347.0,1323.0,169.0,FTL,1,17
IND621704AAA_IND621802AAA,17,2.033333333,2.085286483882353,1.0,61.0,30.0,23.0,FTL,1,17
IND813102AAA_IND812002AAA,17,2.025,2.1232424677058823,1.0,81.0,40.0,32.0,FTL,1,17
IND834002AAB_IND827013AAA,17,4.333333333,4.431009951764706,1.0,390.0,89.0,163.0,Carting,1,17
IND382430AAB_IND000000ACB,17,1.786624204,1.7911179615882353,1.0,1122.0,628.0,677.0,FTL,1,17
IND845455AAB_IND842001AAA,17,2.312,2.5221115889411765,1.0,289.0,125.0,159.0,FTL,1,17
IND847404AAB_IND842001AAA,17,8.181818182,8.057383119176471,1.0,630.0,76.0,52.0,FTL,1,17
IND852111AAA_IND854326AAB,17,4.0625,3.951996160294118,1.0,335.0,83.0,103.0,FTL,1,17
IND362720AAA_IND362560AAA,17,2.0,2.0383927363529413,1.0,54.0,28.0,12.0,Carting,1,17
IND313001AAB_IND306401AAB,17,1.964285714,1.977423639294118,1.0,275.0,140.0,59.0,FTL,1,17
IND852201AAA_IND852113AAA,17,3.75,3.887584987529412,1.0,60.0,17.0,28.0,FTL,1,17
IND625008AAA_IND626123AAA,17,1.8125,1.8552330932941177,1.0,88.0,49.0,144.0,FTL,1,17
IND400072AAC_IND400011AAA,17,3.35,3.4954399408235295,1.0,56.0,17.0,64.0,Carting,1,17
IND395023AAD_IND395004AAB,17,2.428571429,2.6529036803529413,1.0,38.0,15.0,49.0,Carting,1,17
IND506002AAA_IND506143AAA,17,2.0,1.996603779764706,1.0,42.0,21.0,232.0,FTL,1,17
IND535501AAB_IND532440AAA,17,1.5,1.5346527858823529,1.0,63.0,42.0,28.0,FTL,1,17
IND533401AAA_IND533106AAA,17,2.273972603,2.306351639764706,1.0,158.0,68.0,43.0,FTL,1,17
IND532440AAA_IND532001AAB,17,1.527777778,1.5647396179411766,1.0,56.0,37.0,13.0,FTL,1,17
IND516115AAA_IND517501AAB,17,2.227272727,2.4007738484117644,1.0,149.0,67.0,46.0,Carting,1,17
IND515004AAA_IND501359AAE,17,1.740740741,1.7516508504117647,1.0,424.0,243.0,82.0,FTL,1,17
IND413002AAA_IND501359AAE,17,1.72761194,1.8355604368823528,1.0,463.0,268.0,69.0,FTL,1,17
IND502110AAA_IND502313AAA,19,1.371428571,1.416776174631579,0.8947368421052632,48.0,36.0,15.0,FTL,1,17
IND411033AAA_IND000000AAL,17,2.692307692,2.882657505882353,1.0,70.0,26.0,56.0,Carting,1,17
IND501359AAE_IND509358AAA,17,1.5,1.6309434029411765,1.0,40.0,27.0,118.0,FTL,1,17
IND501359AAE_IND509001AAA,17,1.509433962,1.611278753117647,1.0,82.0,55.0,213.0,FTL,1,17
IND501359AAE_IND500050AAA,18,1.7298387095,1.744980594,0.9444444444444444,53.5,30.0,115.0,Carting,1,17
IND500055AAC_IND501401AAC,17,2.5,2.3817564787058823,1.0,26.0,11.0,31.0,Carting,1,17
IND462042AAA_IND462022AAA,17,3.0,3.263076139529412,1.0,57.0,20.0,48.0,Carting,1,17
IND431001AAB_IND431136AAC,17,3.25,3.399485808235294,1.0,37.0,11.0,75.0,Carting,1,17
IND560002AAA_IND560099AAB,18,2.536796537,2.4643999785555555,0.9444444444444444,52.5,21.5,85.5,Carting,1,17
IND401501AAA_IND401602AAA,17,2.0,2.202922518529412,1.0,52.0,25.0,46.0,Carting,1,17
IND614809AAA_IND610001AAA,17,2.155555556,2.209529416235294,1.0,95.0,44.0,18.0,Carting,1,17
IND585307AAB_IND585104AAA,17,4.430769231,4.893315622411765,1.0,288.0,66.0,280.0,Carting,1,17
IND396191AAC_IND396232AAA,17,2.692307692,2.5605015081764706,1.0,36.0,13.0,39.0,Carting,1,17
IND396321AAA_IND396580AAB,17,1.866666667,1.868415069117647,1.0,58.0,32.0,21.0,Carting,1,17
IND610001AAA_IND614715AAA,17,1.692307692,1.6792978930588236,1.0,43.0,25.0,17.0,Carting,1,17
IND600044AAD_IND600056AAB,17,1.861111111,1.883845610352941,1.0,66.0,35.0,46.0,Carting,1,17
IND587103AAB_IND582209AAA,17,1.901639344,1.917508332,1.0,114.0,61.0,50.0,FTL,1,17
IND400064AAB_IND400072AAD,17,3.076923077,3.169769446235294,1.0,40.0,13.0,46.0,Carting,1,17
IND585104AAA_IND585211AAA,17,1.945945946,1.9341123691176472,1.0,73.0,38.0,35.0,Carting,1,17
IND560099AAB_IND560085AAA,17,2.083333333,2.6195327018235295,1.0,50.0,21.0,94.0,Carting,1,17
IND421502AAA_IND421302AAR,17,3.294117647,3.6546110418235296,1.0,56.0,17.0,24.0,Carting,1,17
IND580028AAA_IND591123AAC,18,1.8943359645000002,1.8112338347222223,0.9444444444444444,162.5,87.0,569.0,FTL,1,17
IND577598AAB_IND573142AAA,17,1.896551724,2.1154470009411765,1.0,110.0,56.0,19.0,FTL,1,17
IND400701AAA_IND410206AAA,17,2.235294118,2.406772987882353,1.0,42.0,20.0,31.0,Carting,1,17
IND573142AAA_IND573201AAB,17,1.815789474,1.8504763039411765,1.0,69.0,39.0,12.0,FTL,1,17
IND562132AAA_IND560048AAB,18,2.125304878,2.116052474888889,0.9444444444444444,85.5,39.0,68.0,Carting,1,17
IND306401AAB_IND302014AAA,17,1.958715596,1.9717679802941177,1.0,425.0,214.0,82.0,FTL,1,17
IND854335AAA_IND852111AAA,17,2.15,2.041390673882353,1.0,44.0,20.0,13.0,FTL,1,17
IND144001AAB_IND143001AAA,17,1.5,1.5467982023529412,1.0,97.0,63.0,15.0,FTL,1,17
IND000000ACB_IND110043AAA,17,1.725,2.1025683399411763,1.0,69.0,37.0,66.0,Carting,1,17
IND000000ACB_IND382430AAB,17,1.803797468,1.8186023458823528,1.0,1140.0,632.0,185.0,FTL,1,17
IND140118AAA_IND160002AAC,17,1.54954955,1.5989642035882354,1.0,168.0,104.0,40.0,FTL,1,17
IND224141AAB_IND224122AAA,17,2.894736842,3.125748193941176,1.0,55.0,19.0,36.0,Carting,1,17
IND131028AAB_IND136118AAA,17,1.989361702,2.0275391688235294,1.0,186.0,95.0,220.0,FTL,1,17
IND209304AAA_IND209801AAA,20,2.0372727275,2.4737170482,0.85,106.5,33.0,48.0,Carting,1,17
IND151506AAA_IND151001AAA,18,1.3705985914999999,1.7842741411666667,0.9444444444444444,98.0,73.0,245.0,FTL,1,17
IND000000AEL_IND000000ACB,17,1.844827586,1.9792982602941176,1.0,108.0,58.0,161.0,Carting,1,17
IND263153AAB_IND131028AAB,17,2.0,1.9676138605882354,1.0,452.0,227.0,182.0,FTL,1,17
IND305001AAC_IND305901AAA,17,1.866666667,1.8811177943529411,1.0,74.0,41.0,124.0,FTL,1,17
IND144401AAB_IND144001AAB,17,1.916666667,2.114124437647059,1.0,21.0,11.0,13.0,Carting,1,17
IND000000ACA_IND144001AAB,17,1.604166667,1.7131714305882353,1.0,79.0,49.0,67.0,FTL,1,17
IND175001AAA_IND175101AAA,17,1.97260274,2.006316394705882,1.0,146.0,74.0,43.0,FTL,1,17
IND608301AAA_IND639104AAB,16,1.7490196075,1.8010781706874999,1.0,209.0,119.0,17.5,FTL,1,16
IND274301AAB_IND273014AAB,16,4.711711712,5.02512051525,1.0,173.5,37.0,173.5,FTL,1,16
IND614602AAA_IND614804AAA,16,1.5,1.5407744565,1.0,36.0,24.0,22.0,FTL,1,16
IND614616AAA_IND630002AAA,16,1.6875,1.684401347125,1.0,53.5,32.0,30.0,FTL,1,16
IND614620AAA_IND630561AAA,16,1.8571825249999998,1.875888535375,1.0,136.5,73.0,35.0,Carting,1,16
IND621010AAA_IND621212AAA,16,1.4642857145,1.55691664825,1.0,51.0,35.0,15.0,FTL,1,16
IND273014AAB_IND274001AAA,16,3.0487804880000002,3.027134146375,1.0,125.0,40.5,72.5,FTL,1,16
IND621212AAA_IND621704AAA,16,1.555335968,1.6420866270625,1.0,35.5,23.0,7.0,FTL,1,16
IND175018AAA_IND175001AAA,16,2.9333333335,3.0714722238125,1.0,43.5,15.0,20.0,FTL,1,16
IND637211AAA_IND636402AAA,16,1.450819672,1.4548041893125,1.0,88.5,61.0,16.0,Carting,1,16
IND457226AAA_IND382430AAB,16,1.795221843,1.8095852511875,1.0,526.0,293.5,41.5,FTL,1,16
IND431708AAA_IND431514AAA,16,2.068965517,2.0179341133125,1.0,59.0,29.0,12.5,FTL,1,16
IND638657AAA_IND638701AAA,16,1.448275862,1.5052703235,1.0,42.5,29.5,19.0,Carting,1,16
IND524101AAB_IND517501AAB,16,2.1266002845000003,2.1996998025,1.0,159.5,75.0,32.0,FTL,1,16
IND673104AAA_IND673506AAA,17,1.714285714,1.808596859882353,0.9411764705882353,27.0,16.0,18.0,Carting,1,16
IND212601AAA_IND210001AAA,16,2.3356681034999998,2.3810622458125,1.0,142.5,61.0,27.0,FTL,1,16
IND302014AAB_IND302006AAA,16,1.9354166665,2.073304738625,1.0,30.5,16.0,33.5,Carting,1,16
IND472001AAA_IND485001AAC,16,2.303543099,2.3275608734375,1.0,429.0,186.0,213.5,FTL,1,16
IND517501AAB_IND517644AAA,16,2.447619048,2.420361789875,1.0,77.5,32.0,27.0,FTL,1,16
IND203131AAA_IND203135AAA,16,1.5,1.569408958625,1.0,57.0,38.0,17.5,FTL,1,16
IND515301AAA_IND561202AAB,16,1.757352941,1.8897263073125,1.0,29.5,17.0,10.0,Carting,1,16
IND742121AAB_IND742121AAA,16,3.153846154,3.249015567875,1.0,42.0,13.0,32.0,Carting,1,16
IND742148AAA_IND742225AAA,16,3.3928571429999996,3.803997825125,1.0,47.5,14.0,24.0,Carting,1,16
IND560043AAC_IND562132AAA,16,2.0381578945,2.2338679851875,1.0,79.5,40.0,33.5,Carting,1,16
IND431514AAA_IND431515AAA,16,2.0465367965,2.1988906925,1.0,43.5,21.0,22.5,FTL,1,16
IND600076AAB_IND600032AAB,16,2.5409356725,2.5412280700625,1.0,46.5,18.0,15.0,Carting,1,16
IND583201AAA_IND583227AAA,16,2.0,2.054433166625,1.0,61.0,30.0,16.5,Carting,1,16
IND562132AAA_IND573201AAB,16,1.4849624065,1.570773496875,1.0,197.5,132.5,149.5,FTL,1,16
IND421302AAN_IND400072AAB,16,2.5322966510000002,2.5073083525,1.0,53.0,22.0,65.0,Carting,1,16
IND244001AAA_IND263153AAB,16,1.966168663,1.9938732457500001,1.0,177.0,89.0,35.5,FTL,1,16
IND563131AAB_IND563116AAA,16,2.0,2.212977104125,1.0,35.0,18.0,29.5,Carting,1,16
IND571104AAA_IND577598AAB,16,1.8460526315,1.9486543060625001,1.0,36.0,19.0,20.0,FTL,1,16
IND244713AAA_IND263401AAA,16,2.0217391305000003,2.1145186335625,1.0,45.5,22.0,35.0,FTL,1,16
IND244901AAB_IND243002AAA,16,2.37294686,2.399094202875,1.0,107.0,45.0,388.5,FTL,1,16
IND144001AAA_IND144040AAA,16,1.777777778,1.872426470625,1.0,32.0,17.5,37.0,FTL,1,16
IND560300AAA_IND560078AAC,16,2.8414634149999998,2.81841338825,1.0,116.5,41.0,37.5,Carting,1,16
IND581110AAE_IND581119AAB,16,1.863636364,1.813097755,1.0,82.0,43.0,33.0,Carting,1,16
IND582209AAA_IND582101AAB,16,1.840682788,1.9371735221875,1.0,69.0,37.0,15.5,FTL,1,16
IND415605AAA_IND415709AAA,16,2.42,2.31309925125,1.0,59.5,24.0,20.0,FTL,1,16
IND263153AAB_IND244715AAA,16,1.7042090655,1.7886090575,1.0,158.5,93.0,85.0,FTL,1,16
IND425508AAB_IND450331AAA,16,2.6862745099999996,2.7893632289375,1.0,47.0,17.0,16.5,Carting,1,16
IND585211AAA_IND585222AAA,17,1.5,1.5267647058235294,0.9411764705882353,36.0,24.0,24.0,Carting,1,16
IND585314AAA_IND585104AAA,16,2.078007519,2.5381664280625,1.0,66.5,30.0,310.0,Carting,1,16
IND134102AAA_IND174103AAA,16,2.75,2.9194395065,1.0,38.5,14.0,33.0,FTL,1,16
IND248197AAA_IND248122AAB,16,2.218253968,2.3477010434375,1.0,92.5,45.0,47.0,FTL,1,16
IND586211AAA_IND585314AAA,16,1.8083118555,1.882248993875,1.0,174.5,96.0,17.0,Carting,1,16
IND160002AAC_IND174001AAA,16,2.0430113055000003,2.1535200411875,1.0,285.0,139.0,81.0,FTL,1,16
IND600056AAB_IND562132AAA,16,1.845694779,1.8522852245624999,1.0,460.5,249.0,242.0,FTL,1,16
IND600056AAB_IND600076AAB,16,1.930930931,2.004448600875,1.0,71.5,36.0,160.5,Carting,1,16
IND362265AAA_IND362720AAA,16,2.267857143,2.3302436923125,1.0,78.0,35.0,23.5,Carting,1,16
IND501359AAE_IND506002AAA,16,1.775489804,1.82693464275,1.0,216.0,122.0,427.5,FTL,1,16
IND742225AAA_IND742223AAA,16,4.666666667,4.5069444445625,1.0,39.0,9.0,24.5,Carting,1,16
IND501359AAE_IND518002AAA,16,1.7789855075,1.835249912,1.0,245.5,138.0,160.5,FTL,1,16
IND802119AAA_IND802158AAB,16,1.8513513515,1.90898098825,1.0,68.5,37.0,31.5,FTL,1,16
IND848210AAA_IND851127AAA,17,1.846153846,1.9204975189411764,0.9411764705882353,48.0,26.0,24.0,FTL,1,16
IND000000ACB_IND834002AAB,16,1.8854289075000001,1.911549113375,1.0,1604.5,851.0,205.5,FTL,1,16
IND000000ACN_IND501359AAF,16,2.2843137255,3.02690703475,1.0,40.0,18.0,56.5,Carting,1,16
IND361001AAA_IND361305AAC,16,1.692307692,1.736160831,1.0,66.0,40.0,30.0,FTL,1,16
