corridor,corridor_trip_count,corridor_median_factor,corridor_mean_factor,corridor_pct_delayed,corridor_median_actual_time,corridor_median_osrm_time,corridor_median_dwell,corridor_main_route_type,is_reliable,estimated_sla_breaches
IND243001AAA_IND243503AAB,13,2.296296296,2.4804229564615383,1.0,62.0,27.0,83.0,FTL,1,13
IND245304AAA_IND201007AAA,13,2.647058824,2.6305509940000005,1.0,90.0,35.0,30.0,Carting,1,13
IND580028AAA_IND403726AAA,13,2.45323741,2.430148556846154,1.0,341.0,141.0,232.0,FTL,1,13
IND580028AAA_IND590016AAA,13,2.136986301,2.218190358076923,1.0,158.0,74.0,714.0,FTL,1,13
IND140501AAA_IND160002AAC,14,2.266666667,2.530359836357143,0.9285714285714286,35.0,16.0,32.0,Carting,1,13
IND413709AAA_IND423109AAA,13,1.884615385,1.9938715130769231,1.0,51.0,27.0,29.0,Carting,1,13
IND600044AAD_IND600048AAA,14,4.1325757575,3.6952630702857143,0.9285714285714286,45.0,11.0,34.5,Carting,1,13
IND411033AAA_IND416012AAA,13,1.636363636,1.6996092143076924,1.0,360.0,220.0,254.0,FTL,1,13
IND600056AAB_IND560099AAB,13,1.706666667,1.731747572923077,1.0,386.0,235.0,137.0,FTL,1,13
IND600056AAB_IND600016AAC,13,2.516129032,2.4235129553846155,1.0,79.0,33.0,148.0,Carting,1,13
IND600056AAB_IND605010AAB,13,1.431654676,1.5187435335384616,1.0,198.0,139.0,744.0,FTL,1,13
IND263153AAB_IND263002AAA,13,1.354166667,1.5328351460769232,1.0,132.0,98.0,108.0,FTL,1,13
IND600032AAB_IND600044AAD,16,1.8954545454999998,1.8932255245625,0.8125,19.0,11.0,32.5,Carting,1,13
IND402301AAA_IND402107AAA,13,2.0,2.1621713878461537,1.0,129.0,67.0,27.0,Carting,1,13
IND403726AAA_IND581303AAA,13,1.658536585,1.6617753923846155,1.0,132.0,82.0,233.0,FTL,1,13
IND606801AAB_IND632006AAA,13,2.314814815,2.5576750406923074,1.0,130.0,55.0,18.0,FTL,1,13
IND201301AAF_IND201304AAA,12,1.6145833335000002,1.6207399626666668,1.0,26.5,16.0,57.5,Carting,1,12
IND573116AAA_IND571432AAB,12,1.6704545455000002,1.7430384968333332,1.0,73.0,44.0,25.5,FTL,1,12
IND751002AAB_IND756100AAC,12,1.8296703294999999,1.8587072098333335,1.0,165.0,87.0,135.5,FTL,1,12
IND751002AAB_IND760003AAB,12,2.0037593984999997,2.0950051060833332,1.0,269.0,135.0,149.5,FTL,1,12
IND631102AAA_IND600056AAB,12,2.0707196029999997,1.9953050210833334,1.0,128.5,62.0,23.0,FTL,1,12
IND757037AAA_IND756100AAC,12,2.7578998539999997,2.9104597505,1.0,331.0,120.0,224.5,FTL,1,12
IND208012AAA_IND209304AAA,13,1.875,1.8503319596923076,0.9230769230769231,15.0,8.0,1168.0,Carting,1,12
IND761200AAA_IND532001AAB,12,2.144230769,2.19839115125,1.0,111.0,50.0,7.5,FTL,1,12
IND781018AAB_IND788026AAC,12,2.7214859440000003,2.85366115,1.0,679.0,249.0,255.0,FTL,1,12
IND507002AAA_IND508206AAA,12,1.8404074700000002,2.0879733775833333,1.0,57.5,30.0,62.0,FTL,1,12
IND530043AAA_IND531163AAA,12,1.6590909090000001,1.66067507375,1.0,36.5,22.5,21.0,Carting,1,12
IND561203AAB_IND562101AAA,12,1.52,1.5607632953333332,1.0,38.0,26.0,20.5,Carting,1,12
IND788151AAA_IND788713AAA,12,2.606060606,2.8206551049166664,1.0,86.0,32.5,49.0,FTL,1,12
IND572101AAA_IND561203AAB,12,1.951219512,1.979448586,1.0,80.0,42.0,39.0,Carting,1,12
IND509216AAC_IND501359AAE,12,2.0476923075,2.1438390313333335,1.0,52.0,25.0,53.0,Carting,1,12
IND821115AAB_IND209304AAA,12,1.9460921175,1.9384100980833334,1.0,631.5,325.0,46.5,FTL,1,12
IND562132AAA_IND416012AAA,12,1.634749068,1.6560678926666668,1.0,702.0,430.0,330.5,FTL,1,12
IND842001AAA_IND843329AAB,13,1.379310345,1.3479054095384615,0.9230769230769231,79.0,58.0,57.0,FTL,1,12
IND842001AAA_IND845418AAB,12,1.84375,1.9517361110833333,1.0,147.5,80.0,85.5,FTL,1,12
IND571105AAA_IND571213AAA,12,1.696153846,1.6976999300833333,1.0,67.0,39.0,12.0,FTL,1,12
IND562132AAA_IND515004AAA,12,1.5370676195,1.519006847,1.0,280.5,183.0,107.5,FTL,1,12
IND562132AAA_IND518002AAA,12,1.586780763,1.5826834732500001,1.0,453.0,286.0,97.5,FTL,1,12
IND845418AAB_IND845438AAA,12,2.1228070175,2.1504019321666665,1.0,121.0,57.0,51.5,FTL,1,12
IND606803AAA_IND606801AAB,13,1.347826087,1.380704874923077,0.9230769230769231,31.0,23.0,15.0,FTL,1,12
IND000000ABD_IND562132AAA,12,1.704054054,1.7562629384166666,1.0,630.5,370.0,67.5,FTL,1,12
IND501359AAE_IND533106AAA,12,2.2142857145,2.20646814975,1.0,663.5,299.0,216.5,FTL,1,12
IND501359AAE_IND523002AAA,12,1.7158244485,1.7181659215833334,1.0,465.0,273.0,176.5,FTL,1,12
IND508377AAB_IND501359AAE,12,1.8043478259999999,2.068391763833333,1.0,212.0,115.0,54.0,FTL,1,12
IND641062AAD_IND638401AAA,12,1.787976249,1.86135401775,1.0,76.0,43.0,199.5,Carting,1,12
IND683511AAA_IND000000ADM,13,1.44,1.5844729344615385,0.9230769230769231,36.0,25.0,406.0,Carting,1,12
IND743513AAA_IND743347AAA,12,2.097222222,2.1570750405833334,1.0,76.5,36.5,27.0,Carting,1,12
IND683511AAA_IND68004AAA,13,1.395833333,1.3734007326153845,0.9230769230769231,67.0,48.0,396.0,FTL,1,12
IND603102AAA_IND600056AAB,12,1.8582089549999998,1.9648250117500001,1.0,125.0,68.0,30.5,FTL,1,12
IND144001AAB_IND144401AAB,14,1.6944444445,1.8185861757857142,0.8571428571428571,20.0,12.5,16.5,Carting,1,12
IND605010AAB_IND607001AAA,12,1.7413793100000001,1.7516420360833334,1.0,50.5,29.0,63.0,FTL,1,12
IND518401AAA_IND518422AAB,12,1.9416666665000002,2.0053608971666668,1.0,46.5,24.5,14.5,FTL,1,12
IND695012AAA_IND691001AAB,12,1.547008547,1.6410416260833334,1.0,100.0,65.0,71.0,FTL,1,12
IND673592AAA_IND562132AAA,12,2.0306603775000003,2.0757254829166665,1.0,446.0,223.5,76.5,FTL,1,12
IND695101AAB_IND691574AAA,20,1.2583333335,1.21082184155,0.6,18.5,15.0,26.0,Carting,1,12
IND712311AAA_IND713205AAB,12,2.119047619,2.20031906125,1.0,223.5,105.0,144.0,FTL,1,12
IND110037AAM_IND000000ACB,12,1.5424418604999999,1.5790936776666669,1.0,66.5,43.0,261.5,FTL,1,12
IND560060AAB_IND560099AAB,15,1.363636364,1.4645163106666668,0.8,44.0,32.0,20.0,Carting,1,12
IND518002AAA_IND501359AAE,12,1.84375,1.8683021179166666,1.0,265.0,143.5,54.5,FTL,1,12
IND673573AAA_IND673592AAA,12,1.6019301955,1.6306526684166667,1.0,97.5,62.0,20.0,FTL,1,12
IND713205AAB_IND712311AAA,12,7.5160826595,6.91496898825,1.0,793.0,105.0,282.5,FTL,1,12
IND713364AAB_IND712311AAA,12,4.424325435,3.6021016475833334,1.0,655.0,146.0,63.0,FTL,1,12
IND160102AAD_IND160002AAC,12,1.5900735295000001,1.6272475325833333,1.0,52.5,34.0,36.5,Carting,1,12
IND121102AAA_IND121004AAB,12,3.992857143,4.2783851791666665,1.0,115.0,29.0,50.0,Carting,1,12
IND174021AAA_IND176048AAA,12,2.0866666665,2.0948292645,1.0,55.5,26.5,10.5,FTL,1,12
IND203135AAA_IND203396AAB,12,1.5347906405,1.59271236875,1.0,85.0,56.5,56.5,FTL,1,12
IND600044AAD_IND603001AAA,12,2.664408867,2.7223155799166663,1.0,78.5,30.0,89.5,Carting,1,12
IND609001AAA_IND614018AAA,12,2.1880479250000002,2.25733562325,1.0,129.0,59.0,30.0,FTL,1,12
IND160002AAC_IND131028AAB,12,1.9154387835,1.9255024684999997,1.0,249.0,129.5,139.0,FTL,1,12
IND742102AAB_IND742303AAB,12,2.0357142855,2.043270692666667,1.0,58.0,29.0,62.5,Carting,1,12
IND742121AAA_IND742102AAB,12,3.840909091,3.9674498916666665,1.0,84.5,22.0,28.5,Carting,1,12
IND641062AAD_IND641607AAA,12,1.6794871795000001,1.7492152961666667,1.0,48.5,30.0,240.5,FTL,1,12
IND135001AAA_IND173025AAA,12,2.3,2.3603103966666668,1.0,103.5,45.0,36.0,FTL,1,12
IND742401AAA_IND742102AAB,12,3.0151515155000004,3.3246843339166667,1.0,199.0,66.0,53.5,Carting,1,12
IND144001AAC_IND000000ACA,12,1.8908355795,2.0227002001666667,1.0,96.0,53.5,260.0,FTL,1,12
IND305404AAA_IND305601AAC,13,1.446428571,1.506290258,0.9230769230769231,80.0,55.0,17.0,FTL,1,12
IND400705AAA_IND421302AAH,12,3.07,3.2693737219999996,1.0,68.5,25.5,104.5,Carting,1,12
IND421302AAF_IND421302AAR,12,2.9444444445,2.984027777833333,1.0,26.5,9.0,76.0,Carting,1,12
IND495334AAB_IND491995AAB,12,1.6043478260000001,1.6227400819166666,1.0,72.0,45.0,14.5,Carting,1,12
IND332404AAA_IND332001AAB,12,1.3836336335000001,1.4633475830833333,1.0,51.5,37.0,22.0,FTL,1,12
IND400011AAA_IND400072AAB,12,2.311904762,2.5172940010000002,1.0,34.0,15.0,37.5,Carting,1,12
IND332001AAB_IND333042AAA,14,1.3614982580000001,1.8966776315714287,0.8571428571428571,55.0,33.0,37.5,FTL,1,12
IND251001AAA_IND247554AAA,12,1.687826087,1.8363574406666665,1.0,40.0,23.5,51.0,FTL,1,12
IND322201AAA_IND303503AAA,12,1.6942528735,1.7214481984166667,1.0,50.0,30.0,13.5,Carting,1,12
IND384355AAB_IND385001AAA,12,1.4878205125,1.5281445985,1.0,95.5,65.0,4.0,FTL,1,12
IND411033AAA_IND431136AAC,12,2.1923534609999997,2.1688132611666666,1.0,376.0,172.0,218.0,FTL,1,12
IND421302AAG_IND462022AAA,12,2.1982008545,2.19463016775,1.0,1214.5,553.0,254.0,FTL,1,12
IND442101AAB_IND445001AAB,12,2.1505255255,2.2151003575,1.0,79.0,36.5,20.0,FTL,1,12
IND441904AAB_IND441912AAA,12,1.7857142855,1.9588464696666668,1.0,50.0,29.0,21.5,Carting,1,12
IND312605AAB_IND458001AAB,12,1.787878788,1.82277462125,1.0,57.5,32.0,57.5,FTL,1,12
IND431517AAB_IND411033AAA,12,2.768272114,2.770227780166667,1.0,639.5,230.5,39.0,FTL,1,12
IND410206AAA_IND000000AFT,12,2.3603896105,2.64136825175,1.0,33.5,15.0,31.5,Carting,1,12
IND341503AAB_IND341510AAB,12,2.060606061,2.2730986335,1.0,68.0,33.0,31.0,FTL,1,12
IND246701AAA_IND246763AAA,12,1.923076923,2.0285897435,1.0,49.0,25.0,19.5,FTL,1,12
IND263645AAA_IND263601AAA,12,2.0315126049999996,2.1517808811666668,1.0,96.5,47.0,27.0,FTL,1,12
IND501359AAE_IND500010AAA,12,1.9358974359999999,2.132040085083333,1.0,75.5,39.0,108.5,Carting,1,12
IND248001AAA_IND131028AAB,12,2.051280931,2.1031653740833334,1.0,439.0,214.5,636.0,FTL,1,12
IND303301AAB_IND303303AAA,12,1.4772727275,1.5361982220833335,1.0,31.5,22.0,6.5,Carting,1,12
IND401209AAB_IND401104AAA,12,2.3676470590000003,2.5342341760833333,1.0,39.0,16.0,150.0,Carting,1,12
IND341505AAA_IND341503AAB,12,1.838235294,1.928649668,1.0,125.0,68.0,49.5,FTL,1,12
IND302014AAA_IND313001AAB,12,1.9059233450000002,1.926619802,1.0,547.0,287.0,292.5,FTL,1,12
IND423109AAA_IND423601AAA,12,2.125,2.7462962964166664,1.0,17.5,9.0,22.5,Carting,1,12
IND423601AAA_IND423701AAB,12,2.208333333,2.3849573071666668,1.0,53.0,24.0,26.0,Carting,1,12
IND382430AAB_IND370201AAA,12,1.4585749915,1.4921296705,1.0,463.5,320.0,249.0,FTL,1,12
IND271210AAA_IND271001AAA,12,3.073369565,3.5459017498333334,1.0,144.5,47.0,174.5,Carting,1,12
IND465683AAA_IND465001AAA,13,1.449275362,1.7330543775384617,0.9230769230769231,100.0,68.0,7.0,FTL,1,12
IND389151AAA_IND457661AAA,11,2.848484848,2.784401348,1.0,92.0,32.0,30.0,FTL,1,11
IND421302AAG_IND395023AAA,11,2.263157895,2.4376815705454544,1.0,428.0,189.0,152.0,FTL,1,11
IND574104AAA_IND574216AAA,11,1.956521739,1.9448092904545455,1.0,90.0,46.0,19.0,Carting,1,11
IND573201AAB_IND572201AAB,11,1.591836735,1.5648171995454545,1.0,78.0,49.0,66.0,FTL,1,11
IND388121AAA_IND388620AAB,11,1.558139535,1.6464800638181816,1.0,68.0,44.0,21.0,Carting,1,11
IND783301AAA_IND783348AAA,11,1.909090909,2.084796831909091,1.0,63.0,33.0,41.0,FTL,1,11
IND388320AAA_IND387001AAA,11,1.692307692,1.995246420181818,1.0,25.0,15.0,39.0,Carting,1,11
IND518002AAA_IND562132AAA,11,1.521126761,1.5023777653636363,1.0,432.0,285.0,69.0,FTL,1,11
IND000000AEM_IND110064AAB,11,1.964912281,1.9001957948181818,1.0,109.0,55.0,140.0,Carting,1,11
IND683511AAA_IND680012AAA,11,1.473684211,1.511352274818182,1.0,84.0,57.0,355.0,Carting,1,11
IND458001AAB_IND458990AAA,11,1.518518519,1.6016258586363639,1.0,41.0,28.0,18.0,FTL,1,11
IND465669AAB_IND465683AAA,11,1.527777778,1.5859007614545455,1.0,55.0,35.0,23.0,FTL,1,11
IND785001AAA_IND785682AAA,11,1.725,1.8683842326363638,1.0,79.0,42.0,61.0,FTL,1,11
IND462011AAA_IND462022AAA,11,2.363636364,2.4551811824545453,1.0,27.0,12.0,12.0,Carting,1,11
IND523002AAA_IND600056AAB,11,1.731225296,1.732770996181818,1.0,438.0,253.0,55.0,FTL,1,11
IND221706AAA_IND273014AAB,11,3.963414634,4.118255759090909,1.0,336.0,82.0,23.0,FTL,1,11
IND201301AAL_IND201301AAF,11,1.68,1.7201353066363636,1.0,42.0,26.0,46.0,Carting,1,11
IND201007AAA_IND245304AAA,11,2.216216216,2.193617336,1.0,82.0,38.0,59.0,Carting,1,11
IND786171AAA_IND786181AAC,11,2.25,2.329906204818182,1.0,18.0,9.0,16.0,Carting,1,11
IND141115AAA_IND000000ACA,14,1.4388888885,1.4599877545714286,0.7857142857142857,42.0,30.0,8.5,FTL,1,11
IND577598AAC_IND577501AAA,11,1.838709677,1.8777076111818183,1.0,59.0,32.0,23.0,FTL,1,11
IND786181AAC_IND792121AAB,11,2.931034483,3.028758316363636,1.0,85.0,29.0,29.0,Carting,1,11
IND521225AAB_IND501359AAE,11,1.784313725,1.8615465130000002,1.0,455.0,255.0,317.0,FTL,1,11
IND246763AAA_IND246761AAA,11,2.516129032,2.5656059341818183,1.0,77.0,31.0,14.0,FTL,1,11
IND577002AAA_IND580028AAA,11,1.613861386,1.6678398641818182,1.0,163.0,101.0,64.0,FTL,1,11
IND533106AAA_IND530012AAA,11,1.78030303,1.7271565647272729,1.0,235.0,132.0,66.0,FTL,1,11
IND360510AAB_IND360530AAB,13,1.416666667,1.453387107076923,0.8461538461538461,34.0,25.0,17.0,Carting,1,11
IND732202AAA_IND732204AAB,11,3.066666667,3.0685064936363635,1.0,28.0,8.0,40.0,Carting,1,11
IND563125AAB_IND560300AAB,11,3.961538462,3.767060130909091,1.0,206.0,49.0,377.0,Carting,1,11
IND110044AAB_IND201301AAF,12,1.5555555555,1.7113654864166667,0.9166666666666666,21.0,14.0,48.5,Carting,1,11
IND173025AAA_IND160002AAC,11,2.373737374,2.428902451727273,1.0,235.0,100.0,52.0,FTL,1,11
IND562159AAA_IND562117AAA,11,1.925925926,1.9756865020909091,1.0,52.0,27.0,29.0,FTL,1,11
IND421401AAC_IND421601AAB,11,2.666666667,2.7211257310000003,1.0,48.0,18.0,27.0,Carting,1,11
IND110044AAB_IND201007AAA,11,2.52173913,2.8652148247272726,1.0,58.0,23.0,94.0,Carting,1,11
IND431112AAB_IND431136AAC,11,3.272727273,3.1007737356363636,1.0,180.0,56.0,9.0,Carting,1,11
IND532222AAA_IND761200AAA,11,1.950819672,2.0007713530909093,1.0,119.0,60.0,24.0,FTL,1,11
IND712311AAA_IND000000ACB,11,1.863117871,1.9842503715454543,1.0,1962.0,1053.0,239.0,FTL,1,11
IND110014AAA_IND110024AAA,11,3.428571429,3.4839138136363634,1.0,29.0,11.0,33.0,Carting,1,11
IND160002AAC_IND143001AAA,11,1.983050847,2.005311698272727,1.0,354.0,176.0,416.0,FTL,1,11
IND731224AAA_IND742147AAA,11,2.25,2.2459508153636363,1.0,68.0,31.0,23.0,Carting,1,11
IND303503AAA_IND302014AAB,11,1.736842105,1.7561964817272726,1.0,99.0,57.0,8.0,Carting,1,11
IND382430AAB_IND364004AAB,11,1.633587786,1.6602369986363639,1.0,214.0,131.0,261.0,FTL,1,11
IND560058AAB_IND562132AAA,14,1.5727272724999999,1.5274309723571429,0.7857142857142857,26.0,19.5,34.0,Carting,1,11
IND365560AAB_IND364290AAA,11,2.482758621,2.669255401727273,1.0,74.0,29.0,22.0,FTL,1,11
IND174101AAB_IND160002AAC,11,2.506493506,2.510351099727273,1.0,193.0,77.0,34.0,FTL,1,11
IND741165AAB_IND742121AAB,15,1.391304348,1.2405591252666668,0.7333333333333333,96.0,69.0,29.0,Carting,1,11
IND441912AAA_IND441107AAB,11,2.702702703,2.9653305253636364,1.0,200.0,75.0,30.0,Carting,1,11
IND742102AAB_IND731237AAB,11,2.838709677,3.049874559909091,1.0,87.0,30.0,60.0,Carting,1,11
IND176048AAA_IND175015AAA,11,1.858695652,1.8466762648181818,1.0,168.0,92.0,26.0,FTL,1,11
IND243503AAB_IND244901AAB,11,2.686567164,3.014561367,1.0,180.0,66.0,384.0,FTL,1,11
IND244301AAA_IND244412AAA,11,1.612903226,1.6222112907272725,1.0,50.0,31.0,19.0,FTL,1,11
IND362560AAA_IND362150AAA,11,1.754098361,1.7148279352727274,1.0,107.0,61.0,18.0,Carting,1,11
IND362150AAA_IND362001AAA,11,1.626865672,1.6670527453636366,1.0,109.0,67.0,7.0,Carting,1,11
IND695572AAB_IND695541AAA,13,1.476190476,1.4536630036153846,0.8461538461538461,32.0,22.0,19.0,Carting,1,11
IND362001AAA_IND360575AAA,11,1.481927711,1.5007787938181816,1.0,123.0,83.0,20.0,Carting,1,11
IND384205AAA_IND383001AAA,11,1.474576271,1.4963633264545455,1.0,87.0,59.0,13.0,FTL,1,11
IND801103AAA_IND802301AAA,11,2.666666667,3.0222816399090906,1.0,42.0,16.0,53.0,FTL,1,11
IND361315AAA_IND361335AAA,11,1.555555556,1.5753688962727272,1.0,43.0,28.0,3.0,FTL,1,11
IND421302AAG_IND410401AAA,11,2.447761194,2.4605348028181817,1.0,163.0,67.0,90.0,FTL,1,11
IND473001AAA_IND473331AAA,11,2.025641026,2.0339858100000003,1.0,77.0,39.0,21.0,FTL,1,11
IND721253AAC_IND721306AAA,11,2.15,2.4077514586363638,1.0,86.0,41.0,53.0,FTL,1,11
IND821109AAA_IND802213AAB,11,5.125,5.289686639090909,1.0,170.0,32.0,31.0,FTL,1,11
IND826004AAA_IND815351AAA,11,3.388888889,3.4306721186363633,1.0,126.0,38.0,49.0,FTL,1,11
IND602001AAB_IND609001AAA,11,2.296296296,2.3687516185454545,1.0,62.0,27.0,12.0,FTL,1,11
IND000000ACA_IND142401AAA,12,1.9210526315,2.28068472525,0.9166666666666666,40.0,19.5,184.0,FTL,1,11
IND627117AAA_IND629001AAA,11,1.9375,1.9830811737272727,1.0,62.0,32.0,31.0,FTL,1,11
IND607001AAA_IND608001AAA,11,1.857142857,2.0396924914545456,1.0,53.0,28.0,15.0,FTL,1,11
IND507123AAA_IND506314AAA,12,1.424142032,1.38143342475,0.9166666666666666,153.5,108.5,11.5,FTL,1,11
IND000000ACB_IND521225AAB,11,1.939937598,1.9414776089999999,1.0,2487.0,1282.0,367.0,FTL,1,11
IND629179AAA_IND627005AAA,11,2.041666667,2.1702895780909093,1.0,196.0,95.0,32.0,FTL,1,11
IND411033AAA_IND501359AAE,11,1.647916667,1.687600800090909,1.0,791.0,480.0,231.0,FTL,1,11
IND501359AAE_IND413002AAA,11,1.892,1.8745827675454547,1.0,473.0,249.0,197.0,FTL,1,11
IND638501AAB_IND641062AAD,14,1.4258447484999999,1.4800880625,0.7857142857142857,106.0,75.0,52.0,Carting,1,11
IND641607AAA_IND641654AAA,11,2.0,2.044229055272727,1.0,32.0,16.0,97.0,Carting,1,11
IND829121AAA_IND834002AAB,11,7.290322581,6.940342673818182,1.0,452.0,62.0,21.0,Carting,1,11
IND209304AAA_IND208012AAA,21,1.75,1.348043020095238,0.5238095238095238,34.0,16.0,112.0,Carting,1,11
IND624202AAA_IND625218AAA,11,1.5,1.5065426996363636,1.0,35.0,23.0,10.0,FTL,1,11
IND250611AAA_IND247776AAA,11,1.909090909,1.9358840571818183,1.0,63.0,33.0,16.0,FTL,1,11
IND508277AAB_IND508223AAA,11,1.384615385,1.4357735818181818,1.0,34.0,25.0,7.0,FTL,1,11
IND493118AAC_IND495334AAB,11,1.632653061,1.5954145957272727,1.0,78.0,50.0,20.0,Carting,1,11
IND494334AAB_IND493445AAB,11,1.769230769,1.8036916985454545,1.0,230.0,131.0,26.0,FTL,1,11
IND305001AAC_IND305802AAA,11,2.142857143,2.4257557257272726,1.0,56.0,25.0,263.0,FTL,1,11
IND125001AAA_IND110037AAM,11,3.641791045,3.830362649636364,1.0,488.0,132.0,93.0,FTL,1,11
IND501359AAG_IND000000ACN,11,2.75,3.3117744956363637,1.0,55.0,19.0,83.0,Carting,1,11
IND853204AAA_IND851204AAA,11,2.043478261,2.2134826525454545,1.0,94.0,46.0,9.0,FTL,1,11
IND505001AAB_IND504208AAB,11,1.507692308,1.6279990430909093,1.0,93.0,61.0,46.0,FTL,1,11
IND814101AAB_IND816107AAA,11,1.523255814,1.5126648309090909,1.0,131.0,86.0,25.0,FTL,1,11
IND680012AAA_IND679303AAA,11,1.418604651,1.5215918074545456,1.0,61.0,43.0,34.0,Carting,1,11
IND500039AAC_IND501359AAE,11,3.9375,4.682232269,1.0,107.0,27.0,155.0,Carting,1,11
IND854326AAB_IND854105AAB,11,2.05,2.260338681,1.0,41.0,20.0,186.0,FTL,1,11
IND415409AAB_IND415124AAA,13,1.666666667,1.7330315565384615,0.8461538461538461,40.0,23.0,13.0,FTL,1,11
IND842003AAB_IND483501AAA,11,2.637931034,2.6817119174545456,1.0,153.0,58.0,37.0,FTL,1,11
IND802158AAB_IND821115AAB,11,2.371428571,2.437485535818182,1.0,166.0,71.0,26.0,FTL,1,11
IND505327AAA_IND505425AAA,12,1.4223057645,1.6054341327500001,0.9166666666666666,27.5,18.5,18.0,FTL,1,11
IND673592AAA_IND673121AAA,11,2.0,2.250668449090909,1.0,32.0,17.0,22.0,Carting,1,11
IND395023AAA_IND411033AAA,11,2.689655172,2.8162772323636363,1.0,780.0,291.0,164.0,FTL,1,11
IND627005AAA_IND627117AAA,11,1.634146341,1.7322062083636363,1.0,67.0,41.0,21.0,FTL,1,11
IND632301AAA_IND606803AAA,11,2.157894737,2.1137223223636363,1.0,43.0,19.0,20.0,FTL,1,11
IND000000ABG_IND501359AAF,11,2.1,3.455077086727273,1.0,43.0,20.0,189.0,Carting,1,11
IND804420AAA_IND803101AAA,11,2.487179487,2.6889882445454547,1.0,97.0,38.0,70.0,FTL,1,11
IND000000ACB_IND390022AAA,11,1.782733813,1.8067907331818183,1.0,1239.0,695.0,156.0,FTL,1,11
IND609602AAA_IND611001AAA,11,3.111111111,3.046280108818182,1.0,51.0,16.0,11.0,FTL,1,11
IND000000AEM_IND110037AAB,11,1.948717949,2.398184587909091,1.0,76.0,40.0,212.0,Carting,1,11
IND632402AAA_IND631102AAA,11,1.52,1.6218379446363635,1.0,37.0,25.0,28.0,FTL,1,11
IND600119AAA_IND600016AAC,10,2.8184210524999997,4.1913196786,1.0,56.0,21.0,50.5,Carting,1,10
IND600110AAA_IND600056AAB,10,2.324324324,2.4046303387,1.0,86.0,37.0,48.5,Carting,1,10
IND110052AAA_IND000000ACB,10,1.646153846,1.7863954370000001,1.0,105.5,63.0,130.5,Carting,1,10
IND600116AAB_IND602024AAA,10,2.6315789475,3.152489926,1.0,50.0,18.0,62.5,Carting,1,10
IND68004AAA_IND683511AAA,10,2.3564814815,2.4047750585,1.0,120.0,51.5,45.5,Carting,1,10
IND125001AAA_IND000000ACB,10,2.003758983,2.1078607545,1.0,270.5,135.0,96.5,FTL,1,10
IND562132AAA_IND583101AAA,10,1.489556618,1.5979616684,1.0,323.0,219.5,291.0,FTL,1,10
IND562132AAA_IND577598AAC,10,1.6425467189999998,1.6670892085999998,1.0,194.0,117.5,428.0,FTL,1,10
IND263601AAA_IND262501AAA,10,1.9260940255,1.9900075701,1.0,234.5,121.5,16.0,FTL,1,10
IND422011AAD_IND422103AAC,11,1.388888889,1.5143387188181818,0.9090909090909091,50.0,36.0,37.0,Carting,1,10
IND621802AAA_IND608301AAA,10,2.555555556,2.4866830065,1.0,44.0,17.0,13.5,FTL,1,10
IND422103AAC_IND422605AAA,10,1.796551724,1.8113895069000001,1.0,54.0,30.0,17.5,Carting,1,10
IND125047AAB_IND125051AAA,10,2.184210526,2.127404737,1.0,125.0,57.0,17.5,FTL,1,10
IND144040AAA_IND144001AAB,10,2.1263157895,2.0870106147999996,1.0,41.0,19.0,17.0,FTL,1,10
IND302014AAB_IND303901AAA,10,2.0294117645,2.2396247973000003,1.0,36.0,17.0,76.0,Carting,1,10
IND611001AAA_IND610001AAA,10,2.34375,2.451879085,1.0,38.5,17.0,20.5,FTL,1,10
IND614018AAA_IND613104AAA,10,1.9333333335,1.9366737246999999,1.0,117.0,60.0,11.5,FTL,1,10
IND303002AAA_IND302014AAA,10,1.857142857,2.0323406612,1.0,65.5,35.0,19.0,FTL,1,10
IND400612AAA_IND421302AAR,10,2.375,3.1996503495999997,1.0,28.5,12.0,119.5,Carting,1,10
IND721212AAA_IND712310AAE,10,2.053001277,2.1978145297,1.0,118.0,56.0,87.0,Carting,1,10
IND124141AAA_IND000000ACB,10,1.9940084384999999,1.9713972545,1.0,155.0,79.0,20.5,FTL,1,10
IND635802AAB_IND635601AAB,10,1.9112042685000001,2.0883783391999997,1.0,69.5,41.0,67.0,Carting,1,10
IND631003AAA_IND600056AAB,10,2.2601214575,2.4468184886,1.0,87.0,39.0,123.5,Carting,1,10
IND413002AAA_IND413304AAA,10,1.9238026124999998,2.0621069181,1.0,101.5,53.0,31.0,Carting,1,10
IND577501AAA_IND577002AAA,10,1.6927648579999999,1.7366870340999998,1.0,74.0,44.0,34.0,FTL,1,10
IND249201AAA_IND249407AAA,10,5.962962963000001,5.448916860900001,1.0,161.0,27.0,604.5,FTL,1,10
IND577522AAA_IND562132AAA,10,1.424741201,1.4314577393,1.0,198.0,139.0,33.0,FTL,1,10
IND577535AAC_IND577522AAA,10,1.582371795,1.5658333334,1.0,62.0,39.0,15.0,FTL,1,10
IND591201AAA_IND591304AAA,10,1.4344262295,1.4550819673,1.0,87.5,60.0,17.5,FTL,1,10
IND131028AAB_IND251001AAA,10,1.9305650879999998,1.9054238082000001,1.0,180.5,95.0,175.5,FTL,1,10
IND641654AAA_IND641664AAA,11,1.44,1.457132867181818,0.9090909090909091,36.0,25.0,9.0,Carting,1,10
IND673305AAA_IND673104AAA,14,1.244071146,1.2542174535000001,0.7142857142857143,27.0,22.0,12.5,Carting,1,10
