corridor,corridor_trip_count,corridor_median_factor,corridor_mean_factor,corridor_pct_delayed,corridor_median_actual_time,corridor_median_osrm_time,corridor_median_dwell,corridor_main_route_type,is_reliable
IND504293AAA_IND504208AAB,2,1.362175325,1.362175325,0.5,75.5,55.5,58.0,FTL,0
IND504293AAA_IND505001AAB,7,2.083333333,2.037097189428571,1.0,250.0,119.0,56.0,FTL,1
IND504296AAA_IND504208AAB,1,1.245901639,1.245901639,1.0,76.0,61.0,14.0,FTL,0
IND504296AAA_IND504293AAA,2,1.1,1.1,0.0,33.0,30.0,9.5,FTL,0
IND504296AAA_IND505001AAB,1,1.6,1.6,1.0,200.0,125.0,63.0,FTL,0
IND505001AAA_IND505302AAB,9,1.382352941,1.5878643327777777,1.0,47.0,34.0,22.0,FTL,1
IND505001AAA_IND505327AAA,1,1.604651163,1.604651163,1.0,69.0,43.0,30.0,FTL,0
IND505001AAB_IND501359AAE,1,2.048192771,2.048192771,1.0,340.0,166.0,68.0,FTL,0
IND505001AAB_IND503111AAC,2,1.388034188,1.388034188,0.5,125.5,90.5,103.5,FTL,0
IND505001AAB_IND504208AAB,11,1.507692308,1.6279990430909093,1.0,93.0,61.0,46.0,FTL,1
IND505001AAB_IND504251AAA,1,2.21686747,2.21686747,1.0,184.0,83.0,20.0,FTL,0
IND505001AAB_IND505172AAA,1,1.708333333,1.708333333,1.0,41.0,24.0,63.0,FTL,0
IND505001AAB_IND505184AAC,3,2.571428571,2.5166410646666666,1.0,162.0,63.0,68.0,FTL,0
IND505001AAB_IND505209AAA,7,2.02173913,2.330171180285714,1.0,93.0,44.0,73.0,FTL,1
IND505001AAB_IND505302AAB,4,1.712121212,1.6942959,0.75,56.5,33.5,50.0,FTL,0
IND505122AAA_IND506002AAA,14,2.65,3.4331421245714284,1.0,107.0,40.0,632.5,FTL,1
IND505184AAC_IND505001AAB,9,2.083333333,2.2810060817777775,1.0,125.0,62.0,55.0,FTL,1
IND505184AAC_IND505209AAA,2,0.894137597,0.894137597,0.0,41.0,45.5,6.5,FTL,0
IND505209AAA_IND504201AAA,5,1.413793103,1.8316357206,1.0,41.0,29.0,6.0,FTL,1
IND505209AAA_IND505001AAB,3,1.955555556,2.7426628293333337,1.0,88.0,46.0,82.0,FTL,0
IND505302AAB_IND505325AAA,5,1.129032258,1.1787942744,0.2,70.0,62.0,6.0,FTL,1
IND505302AAB_IND505326AAB,4,1.2116161614999998,1.22496012775,0.5,66.0,54.5,23.5,FTL,0
IND505302AAB_IND505327AAA,1,2.0,2.0,1.0,84.0,42.0,12.0,FTL,0
IND505325AAA_IND505327AAA,6,1.4219367589999998,1.5580549741666667,1.0,27.5,20.0,17.0,FTL,1
IND505326AAA_IND505425AAA,1,2.828571429,2.828571429,1.0,99.0,35.0,5.0,FTL,0
IND505326AAB_IND505001AAB,1,4.389830508,4.389830508,1.0,259.0,59.0,44.0,FTL,0
IND505326AAB_IND505327AAA,1,2.043478261,2.043478261,1.0,47.0,23.0,5.0,FTL,0
IND505326AAB_IND505425AAA,1,1.631578947,1.631578947,1.0,31.0,19.0,5.0,FTL,0
IND505327AAA_IND505425AAA,12,1.4223057645,1.6054341327500001,0.9166666666666666,27.5,18.5,18.0,FTL,1
IND505425AAA_IND504215AAA,1,3.416666667,3.416666667,1.0,41.0,12.0,4.0,FTL,0
IND505425AAA_IND505001AAB,1,1.857142857,1.857142857,1.0,117.0,63.0,97.0,FTL,0
IND505467AAA_IND505122AAA,13,1.733333333,1.7026226113076923,1.0,78.0,46.0,24.0,FTL,1
IND505503AAA_IND506164AAA,1,2.282051282,2.282051282,1.0,89.0,39.0,19.0,FTL,0
IND506001AAC_IND505122AAA,2,2.0588235295,2.0588235295,1.0,70.0,34.0,19.0,FTL,0
IND506001AAC_IND505467AAA,13,1.588235294,1.634829916846154,1.0,55.0,35.0,17.0,FTL,1
IND506002AAA_IND506132AAA,20,1.1265873014999999,1.2099374431999999,0.35,41.5,36.0,48.5,FTL,1
IND506002AAA_IND506143AAA,17,2.0,1.996603779764706,1.0,42.0,21.0,232.0,FTL,1
IND506002AAA_IND506343AAA,2,1.5896825395,1.5896825395,1.0,56.5,35.5,122.5,FTL,0
IND506132AAA_IND122001AAJ,19,1.823529412,1.8707873101578947,1.0,65.0,34.0,10.0,FTL,1
IND506143AAA_IND506167AAB,16,1.7295321635,1.7164038313125,1.0,30.0,17.0,32.5,FTL,1
IND506167AAB_IND501359AAE,16,2.2183133325,2.4891832793125,1.0,173.0,79.0,58.0,FTL,1
IND506169AAB_IND505503AAA,1,2.125,2.125,1.0,34.0,16.0,20.0,FTL,0
IND506314AAA_IND506002AAA,12,3.0286956519999997,3.1559903380833334,1.0,72.5,24.0,618.0,FTL,1
IND506343AAA_IND506169AAB,2,1.3475609755,1.3475609755,0.5,56.0,41.5,20.0,FTL,0
IND507002AAA_IND507117AAB,1,1.459459459,1.459459459,1.0,162.0,111.0,29.0,FTL,0
IND507002AAA_IND507159AAA,3,1.941176471,2.089188453333333,1.0,34.0,17.0,44.0,FTL,0
IND507002AAA_IND507167AAA,9,2.727272727,2.7342803493333334,1.0,64.0,22.0,37.0,FTL,1
IND507002AAA_IND508001AAA,1,2.469879518,2.469879518,1.0,205.0,83.0,60.0,FTL,0
IND507002AAA_IND508206AAA,12,2.1311827955,2.5455757167499997,1.0,65.0,30.0,47.0,FTL,1
IND507002AAA_IND508207AAB,2,1.9253731345,1.9253731345,1.0,129.0,67.0,39.5,FTL,0
IND507002AAA_IND508213AAB,14,1.818181818,1.7968907390714286,1.0,80.0,45.0,112.5,FTL,1
IND507111AAA_IND507117AAB,19,1.6875,1.7397250156842106,1.0,54.0,31.0,17.0,FTL,1
IND507111AAA_IND507303AAA,1,1.88,1.88,1.0,141.0,75.0,35.0,FTL,0
IND507117AAB_IND507303AAA,18,1.9780855540000002,2.136870286,1.0,183.0,93.0,19.0,FTL,1
IND507123AAA_IND506314AAA,12,1.424142032,1.38143342475,0.9166666666666666,153.5,108.5,11.5,FTL,1
IND507159AAA_IND507002AAA,6,2.0606617645,2.252856753666667,1.0,34.0,17.0,666.0,FTL,1
IND507159AAA_IND508206AAA,5,1.135135135,1.1650572374,0.4,42.0,37.0,19.0,FTL,1
IND507303AAA_IND507002AAA,18,2.4685185185,2.8449991420555554,1.0,134.5,55.0,246.0,FTL,1
IND508001AAA_IND501359AAE,14,1.754310345,1.7983095077142859,1.0,153.5,87.0,91.5,FTL,1
IND508116AAA_IND508223AAA,1,1.525423729,1.525423729,1.0,90.0,59.0,6.0,FTL,0
IND508116AAA_IND508277AAB,14,1.0674242425,1.0811845052142857,0.0,47.5,44.0,9.0,FTL,1
IND508206AAA_IND507002AAA,2,1.9464285715,1.9464285715,1.0,54.5,28.0,725.0,FTL,0
IND508206AAA_IND507159AAA,12,1.351351351,1.3983672139166667,0.8333333333333334,50.0,37.0,16.5,FTL,1
IND508206AAA_IND508207AAB,4,2.042857143,2.04285714275,1.0,71.5,35.0,14.5,FTL,0
IND508207AAB_IND507002AAA,5,3.0,3.056399819,1.0,195.0,66.0,418.0,FTL,1
IND508207AAB_IND508206AAA,1,2.628571429,2.628571429,1.0,92.0,35.0,24.0,FTL,0
IND508207AAB_IND521225AAB,10,2.169565217,2.2120793165,1.0,249.5,113.5,6.5,FTL,1
IND508213AAB_IND508001AAA,14,1.8441295545,1.9480047569999999,1.0,71.0,37.0,24.0,FTL,1
IND508223AAA_IND500039AAC,14,1.7899393,1.8696153684999999,1.0,157.5,89.0,16.0,FTL,1
IND508248AAB_IND508377AAB,15,1.764705882,1.7524463824666665,1.0,58.0,34.0,10.0,FTL,1
IND508252AAB_IND508207AAB,6,1.363429327,1.3500495885,1.0,112.0,82.0,0.5,FTL,1
IND508277AAB_IND508223AAA,11,1.384615385,1.4357735818181818,1.0,34.0,25.0,7.0,FTL,1
IND508377AAB_IND501359AAE,12,1.8043478259999999,2.068391763833333,1.0,212.0,115.0,54.0,FTL,1
IND509001AAA_IND509203AAA,19,1.542857143,1.5692841730526315,1.0,52.0,34.0,28.0,FTL,1
IND509103AAB_IND509103AAC,1,1.941176471,1.941176471,1.0,33.0,17.0,32.0,FTL,0
IND509103AAB_IND518002AAA,9,2.224137931,2.3478797323333334,1.0,129.0,58.0,16.0,FTL,1
IND509103AAC_IND518002AAA,6,2.016731856,2.1742457055,1.0,119.5,59.0,25.5,FTL,1
IND509124AAA_IND509103AAB,9,1.820512821,1.9631991303333334,1.0,71.0,39.0,30.0,FTL,1
IND509124AAA_IND509103AAC,4,1.615384615,1.923076923,1.0,63.0,39.0,31.5,FTL,0
IND509124AAA_IND518002AAA,1,4.222222222,4.222222222,1.0,190.0,45.0,217.0,FTL,0
IND509124AAA_IND584101AAA,2,1.5,1.5,1.0,84.0,56.0,19.0,FTL,0
IND509203AAA_IND509301AAA,19,1.5,1.5167024585263158,1.0,39.0,26.0,16.0,FTL,1
IND509216AAC_IND501359AAE,12,2.0476923075,2.1438390313333335,1.0,52.0,25.0,53.0,Carting,1
IND509301AAA_IND501359AAE,14,1.858367347,1.8843913994285713,1.0,92.0,49.0,97.5,FTL,1
IND509301AAA_IND509216AAC,5,1.75,2.2006423008,1.0,42.0,24.0,29.0,FTL,1
IND509324AAA_IND508248AAB,8,2.188655462,2.2455245735,1.0,74.5,34.0,13.0,FTL,1
IND509358AAA_IND508248AAB,8,2.200090744,2.27277254,1.0,126.5,58.0,20.5,FTL,1
IND509358AAA_IND509324AAA,9,1.703703704,2.097282453777778,1.0,45.0,27.0,23.0,FTL,1
IND515004AAA_IND501359AAE,17,1.740740741,1.7516508504117647,1.0,424.0,243.0,82.0,FTL,1
IND515004AAA_IND515401AAB,17,1.714285714,1.7222480467058823,0.9411764705882353,66.0,39.0,85.0,FTL,1
IND515004AAA_IND515411AAA,2,2.419642857,2.419642857,1.0,99.0,41.0,148.0,FTL,0
IND515004AAA_IND515671AAA,13,1.875,2.1402309383846156,1.0,55.0,31.0,105.0,FTL,1
IND515004AAA_IND515801AAA,2,2.5818181815,2.5818181815,1.0,142.0,55.0,111.5,FTL,0
IND515004AAA_IND562132AAA,8,1.725120773,1.703420250125,1.0,314.0,184.0,105.0,FTL,1
IND515134AAA_IND515201AAA,15,1.631578947,1.6848810613333332,1.0,96.0,58.0,24.0,Carting,1
IND515134AAA_IND515591AAA,8,1.587797619,1.591059596125,1.0,77.0,48.0,39.0,FTL,1
IND515201AAA_IND515134AAA,5,1.581818182,1.9122425929999998,1.0,91.0,60.0,38.0,Carting,1
IND515201AAA_IND515301AAA,14,2.7456709960000003,2.725235944285714,1.0,59.0,21.5,19.5,Carting,1
IND515301AAA_IND561202AAB,16,1.757352941,1.8897263073125,1.0,29.5,17.0,10.0,Carting,1
IND515401AAB_IND515801AAA,18,2.434782609,2.654150459055556,1.0,51.5,22.0,16.5,FTL,1
IND515411AAA_IND516360AAB,2,2.0731489745,2.0731489745,1.0,120.0,58.0,8.0,FTL,0
IND515591AAA_IND516269AAA,10,1.676923077,1.7181249999,1.0,109.0,65.0,17.0,FTL,1
IND515671AAA_IND515134AAA,13,1.518518519,1.531708922923077,1.0,51.0,35.0,22.0,FTL,1
IND515671AAA_IND515591AAA,1,2.6,2.6,1.0,156.0,60.0,26.0,FTL,0
IND515761AAA_IND515004AAA,19,1.773584906,1.8203978153157896,1.0,94.0,53.0,48.0,FTL,1
IND515801AAA_IND515761AAA,1,2.083333333,2.083333333,1.0,200.0,96.0,19.0,FTL,0
IND515801AAA_IND515865AAB,18,1.5657001044999999,1.6311066398333334,1.0,137.0,87.0,32.5,FTL,1
IND515865AAB_IND515761AAA,18,1.696969697,1.6864535815,1.0,55.0,32.0,10.5,FTL,1
IND516001AAA_IND516227AAA,2,1.731961147,1.731961147,1.0,80.5,46.5,49.5,FTL,0
IND516101AAA_IND516115AAA,18,2.423076923,2.3846351955555556,1.0,57.5,25.0,18.0,Carting,1
IND516115AAA_IND517501AAB,17,2.227272727,2.4007738484117644,1.0,149.0,67.0,46.0,Carting,1
IND516227AAA_IND515004AAA,2,2.159491194,2.159491194,1.0,316.5,146.5,36.5,FTL,0
IND516269AAA_IND516390AAA,15,1.592105263,1.6724137120666667,1.0,121.0,75.0,13.0,FTL,1
IND516360AAB_IND516001AAA,2,1.6129568105,1.6129568105,1.0,68.5,42.5,32.0,FTL,0
IND516390AAA_IND515004AAA,15,1.94047619,1.9521451792666666,1.0,165.0,86.0,12.0,FTL,1
IND517325AAA_IND517408AAA,1,2.15625,2.15625,1.0,69.0,32.0,44.0,FTL,0
IND517501AAB_IND517583AAA,19,2.153846154,2.1798193132631583,1.0,56.0,26.0,20.0,Carting,1
IND517501AAB_IND517644AAA,16,2.447619048,2.420361789875,1.0,77.5,32.0,27.0,FTL,1
IND517583AAA_IND516101AAA,19,2.145833333,2.173975323368421,1.0,102.0,48.0,14.0,Carting,1
IND517644AAA_IND524132AAA,15,2.114285714,2.115560648466667,1.0,74.0,35.0,25.0,FTL,1
IND518002AAA_IND501359AAE,12,1.84375,1.8683021179166666,1.0,265.0,143.5,54.5,FTL,1
IND518002AAA_IND509103AAB,2,1.8546511625000002,1.8546511625000002,1.0,159.5,86.0,1014.0,FTL,0
IND518002AAA_IND509124AAA,3,1.6,3.0776595743333335,1.0,72.0,47.0,72.0,FTL,0
IND518002AAA_IND518206AAA,1,1.928571429,1.928571429,1.0,81.0,42.0,2565.0,FTL,0
IND518002AAA_IND518401AAA,13,1.75862069,1.7888026786923077,1.0,51.0,31.0,131.0,FTL,1
IND518002AAA_IND518501AAA,18,1.525921659,1.5336586718333334,1.0,87.0,56.5,181.5,FTL,1
IND518002AAA_IND562132AAA,11,1.521126761,1.5023777653636363,1.0,432.0,285.0,69.0,FTL,1
IND518002AAA_IND584101AAA,14,1.7765957445,1.8167660753571429,1.0,166.5,90.0,75.0,FTL,1
IND518102AAA_IND518002AAA,14,1.860073024,1.8745383370000002,1.0,180.5,96.0,147.5,FTL,1
IND518124AAA_IND518002AAA,1,1.478873239,1.478873239,1.0,105.0,71.0,152.0,FTL,0
IND518124AAA_IND518206AAA,6,1.65,1.6928571426666668,1.0,33.0,21.0,7.0,FTL,1
IND518206AAA_IND518002AAA,1,1.457142857,1.457142857,1.0,51.0,35.0,146.0,FTL,0
IND518206AAA_IND518222AAA,4,1.266666667,1.35016737175,0.75,57.0,44.5,18.0,FTL,0
IND518222AAA_IND518002AAA,5,1.513513514,1.5345122798,1.0,56.0,37.0,131.0,FTL,1
IND518401AAA_IND518422AAB,12,1.9416666665000002,2.0053608971666668,1.0,46.5,24.5,14.5,FTL,1
IND518422AAB_IND518102AAA,14,2.0455465585,2.0568679440714286,1.0,157.5,76.0,17.0,FTL,1
IND518501AAA_IND518124AAA,15,2.344827586,2.549382716066667,1.0,68.0,28.0,26.0,FTL,1
IND520011AAA_IND521185AAA,8,1.8708333335,1.935407857625,1.0,64.0,32.0,75.0,Carting,1
IND521001AAA_IND521165AAA,3,1.807692308,1.8461538463333333,1.0,47.0,26.0,28.0,FTL,0
IND521001AAA_IND521225AAB,5,2.25,2.225052683,1.0,120.0,55.0,64.0,FTL,1
IND521105AAA_IND521333AAA,4,2.4154040400000003,2.4122474745,1.0,107.5,44.0,15.5,FTL,0
IND521105AAA_IND534001AAA,4,1.9411764705,1.929738562,1.0,33.5,17.0,27.5,FTL,0
IND521165AAA_IND521225AAB,1,2.52,2.52,1.0,63.0,25.0,243.0,FTL,0
IND521185AAA_IND520011AAA,1,1.724137931,1.724137931,1.0,50.0,29.0,22.0,Carting,0
IND521185AAA_IND521225AAB,7,2.045454545,2.220202020142857,1.0,90.0,44.0,50.0,Carting,1
IND521201AAA_IND521105AAA,3,1.736842105,1.7759170653333334,1.0,33.0,22.0,12.0,FTL,0
IND521225AAB_IND501359AAE,11,1.784313725,1.8615465130000002,1.0,455.0,255.0,317.0,FTL,1
IND521225AAB_IND507002AAA,14,1.794736842,1.8524107031428572,1.0,205.5,115.0,168.0,FTL,1
IND521225AAB_IND521001AAA,1,2.88,2.88,1.0,144.0,50.0,134.0,FTL,0
IND521225AAB_IND521165AAA,1,1.8125,1.8125,1.0,29.0,16.0,1190.0,FTL,0
IND521225AAB_IND521185AAA,1,2.045454545,2.045454545,1.0,90.0,44.0,330.0,Carting,0
IND521225AAB_IND521201AAA,21,1.566037736,1.900874282952381,1.0,83.0,53.0,142.0,FTL,1
IND521225AAB_IND521301AAA,19,1.733333333,2.085685361,1.0,78.0,45.0,106.0,FTL,1
IND521225AAB_IND523002AAA,3,1.813084112,1.8971962616666669,1.0,194.0,107.0,78.0,FTL,0
IND521301AAA_IND521001AAA,19,1.846153846,1.9582362260000001,1.0,47.0,25.0,19.0,FTL,1
IND521333AAA_IND521225AAB,14,2.4741000875,2.7711961044285713,1.0,167.0,67.0,267.0,FTL,1
IND522647AAA_IND523201AAA,19,1.56,1.5390505676315789,1.0,78.0,50.0,36.0,FTL,1
IND523002AAA_IND523105AAA,1,1.463414634,1.463414634,1.0,60.0,41.0,540.0,FTL,0
IND523002AAA_IND523226AAA,5,1.684210526,2.011498443,1.0,35.0,19.0,210.0,FTL,1
IND523002AAA_IND523230AAA,21,1.608695652,1.6613414398571427,1.0,111.0,69.0,319.0,FTL,1
IND523002AAA_IND523316AAB,1,2.225,2.225,1.0,178.0,80.0,436.0,FTL,0
IND523002AAA_IND600056AAB,11,1.731225296,1.732770996181818,1.0,438.0,253.0,55.0,FTL,1
IND523105AAA_IND524201AAA,19,1.307692308,1.318756702,0.7894736842105263,53.0,41.0,13.0,FTL,1
IND523201AAA_IND523002AAA,1,5.172413793,5.172413793,1.0,150.0,29.0,83.0,FTL,0
IND523226AAA_IND523316AAB,13,1.881355932,1.8826942167692309,1.0,111.0,59.0,17.0,FTL,1
IND523230AAA_IND523105AAA,19,1.382978723,1.4243977040526317,1.0,62.0,43.0,5.0,FTL,1
IND523316AAB_IND522647AAA,14,1.6513468015,1.7485049717142858,1.0,90.0,54.0,17.5,FTL,1
IND524003AAA_IND501359AAE,14,1.6933701655,1.6977457002857144,1.0,611.5,361.5,49.5,FTL,1
IND524101AAB_IND517501AAB,16,2.1266002845000003,2.1996998025,1.0,159.5,75.0,32.0,FTL,1
IND524132AAA_IND524101AAB,14,1.6714285715,1.6777501992857144,1.0,58.5,36.0,21.5,FTL,1
IND524201AAA_IND523002AAA,18,1.170289855,1.650333568722222,0.3333333333333333,78.5,69.0,312.5,FTL,1
IND530012AAA_IND501359AAE,10,2.0183961015,2.0648487519,1.0,877.0,433.0,71.0,FTL,1
IND530012AAA_IND530043AAA,13,2.888888889,3.2251192773076927,1.0,52.0,18.0,37.0,Carting,1
IND530012AAA_IND531001AAA,5,2.0,1.9610389609999999,1.0,42.0,21.0,29.0,Carting,1
IND530012AAA_IND531036AAA,1,2.972222222,2.972222222,1.0,107.0,36.0,39.0,Carting,0
IND530012AAA_IND531162AAA,7,1.75,1.9168917567142856,1.0,28.0,16.0,48.0,Carting,1
IND530012AAA_IND532001AAB,24,1.7639660495,1.8200525680416666,1.0,142.5,82.0,60.5,Carting,1
IND530012AAA_IND533106AAA,2,1.6992481205,1.6992481205,1.0,226.0,133.0,85.0,FTL,0
IND530012AAA_IND535001AAA,2,4.9641203705,4.9641203705,1.0,248.0,51.0,48.0,Carting,0
IND530012AAA_IND751002AAB,3,1.579937304,1.587065452,1.0,504.0,318.0,33.0,FTL,0
IND530012AAA_IND764001AAC,3,2.875,3.162790288666667,1.0,414.0,145.0,131.0,Carting,0
IND530012AAA_IND764020AAC,1,4.263157895,4.263157895,1.0,648.0,152.0,70.0,Carting,0
IND530012AAC_IND501359AAE,1,2.250574713,2.250574713,1.0,979.0,435.0,93.0,FTL,0
IND530012AAC_IND533106AAA,4,1.807164971,1.8459188805,1.0,243.0,133.5,20.0,FTL,0
IND530018AAA_IND531162AAA,1,4.375,4.375,1.0,35.0,8.0,196.0,Carting,0
IND530026AAA_IND531036AAA,4,2.8699596775,2.9994959677499997,1.0,90.5,31.0,19.0,Carting,0
IND530043AAA_IND530012AAA,1,2.375,2.375,1.0,38.0,16.0,132.0,Carting,0
IND530043AAA_IND531163AAA,12,1.6590909090000001,1.6682508313333333,1.0,36.5,22.5,20.5,Carting,1
IND531001AAA_IND531116AAA,5,1.972222222,1.9498182392,1.0,72.0,37.0,34.0,Carting,1
IND531036AAA_IND530012AAA,4,2.3605974395000002,2.38431523625,1.0,88.5,37.0,27.5,Carting,0
IND531116AAA_IND530012AAA,4,2.4444915255,2.5444915255,1.0,145.5,59.5,188.0,Carting,0
IND531116AAA_IND531001AAA,1,1.534883721,1.534883721,1.0,66.0,43.0,28.0,Carting,0
IND531163AAA_IND535001AAA,13,2.181818182,2.188281017230769,1.0,47.0,21.0,12.0,Carting,1
IND532001AAB_IND530012AAA,22,2.101692484,2.194447416590909,1.0,175.5,84.0,136.0,Carting,1
IND532001AAB_IND532127AAA,21,1.9,2.0587122926190475,1.0,57.0,30.0,26.0,FTL,1
IND532001AAB_IND532201AAA,1,2.56097561,2.56097561,1.0,105.0,41.0,30.0,FTL,0
IND532001AAB_IND532421AAA,20,1.7836257309999999,2.0998245613,1.0,34.0,18.5,37.0,FTL,1
IND532127AAA_IND535591AAA,21,1.642857143,1.667234959,1.0,70.0,43.0,14.0,FTL,1
IND532201AAA_IND532222AAA,20,1.7113095235,1.6988496140999998,1.0,41.0,24.0,27.0,FTL,1
IND532201AAA_IND761200AAA,1,1.170731707,1.170731707,0.0,48.0,41.0,42.0,FTL,0
IND532222AAA_IND532001AAB,1,3.158730159,3.158730159,1.0,199.0,63.0,58.0,FTL,0
IND532222AAA_IND761200AAA,11,1.950819672,2.0007713530909093,1.0,119.0,60.0,24.0,FTL,1
IND532421AAA_IND532201AAA,19,1.833333333,1.8827524470526318,1.0,35.0,19.0,21.0,FTL,1
IND532440AAA_IND532001AAB,17,1.527777778,1.5647396179411766,1.0,56.0,37.0,13.0,FTL,1
IND533003AAA_IND533106AAA,3,1.617021277,1.8650940490000003,1.0,76.0,46.0,82.0,FTL,0
IND533003AAA_IND533401AAA,18,1.9392097265,1.9869667391666666,1.0,93.0,48.0,55.0,FTL,1
IND533106AAA_IND501359AAE,8,2.1986531984999997,2.433155483875,1.0,653.0,298.0,97.5,FTL,1
IND533106AAA_IND530012AAA,11,1.78030303,1.7271565647272729,1.0,235.0,132.0,66.0,FTL,1
IND533106AAA_IND533003AAA,2,4.1603773585,4.1603773585,1.0,220.5,53.0,34.0,FTL,0
IND533106AAA_IND533201AAA,1,1.677419355,1.677419355,1.0,52.0,31.0,274.0,FTL,0
IND533106AAA_IND533242AAA,4,3.056027306,3.14643470575,1.0,237.0,76.5,56.5,FTL,0
IND533106AAA_IND533262AAA,6,2.675531915,2.68819059,1.0,127.0,46.5,64.5,FTL,1
IND533106AAA_IND533308AAB,14,3.636904762,3.6625917391428575,1.0,100.0,27.5,75.0,FTL,1
IND533106AAA_IND534260AAC,5,3.433333333,3.2133743078,1.0,206.0,59.0,45.0,FTL,1
IND533201AAA_IND533242AAA,2,2.3738095235,2.3738095235,1.0,34.5,14.5,17.0,FTL,0
IND533201AAA_IND533262AAA,9,1.948717949,2.1056943584444445,1.0,75.0,39.0,39.0,FTL,1
IND533242AAA_IND533201AAA,2,2.247619048,2.247619048,1.0,32.5,14.5,19.5,FTL,0
IND533262AAA_IND533106AAA,7,1.829787234,1.7994581735714286,1.0,85.0,47.0,40.0,FTL,1
IND533262AAA_IND533201AAA,5,2.052631579,2.0143927126000003,1.0,78.0,39.0,49.0,FTL,1
IND533308AAB_IND533003AAA,15,1.609756098,1.6553245730666668,1.0,66.0,41.0,34.0,FTL,1
IND533308AAB_IND533106AAA,1,1.962962963,1.962962963,1.0,53.0,27.0,12.0,FTL,0
IND533401AAA_IND533106AAA,17,2.273972603,2.306351639764706,1.0,158.0,68.0,43.0,FTL,1
IND533401AAA_IND533308AAB,1,2.698795181,2.698795181,1.0,224.0,83.0,37.0,FTL,0
IND534001AAA_IND521225AAB,1,2.2,2.2,1.0,110.0,50.0,29.0,FTL,0
IND534001AAA_IND521333AAA,14,1.7541666665,1.9002452178571427,1.0,46.0,25.5,20.0,FTL,1
IND534260AAC_IND533106AAA,4,2.581531268,2.612656028,1.0,151.0,58.0,37.5,FTL,0
IND535001AAA_IND530012AAA,10,3.460606061,3.4565899038,1.0,189.5,56.0,62.0,Carting,1
IND535501AAB_IND532001AAB,1,1.950617284,1.950617284,1.0,158.0,81.0,20.0,FTL,0
IND535501AAB_IND532440AAA,17,1.5,1.5346527858823529,1.0,63.0,42.0,28.0,FTL,1
IND535558AAA_IND535501AAB,20,1.565217391,1.61221061545,1.0,36.0,23.0,22.5,FTL,1
IND535591AAA_IND535558AAA,3,2.133333333,2.2736111109999997,1.0,33.0,16.0,14.0,FTL,0
IND560002AAA_IND560099AAB,18,2.6220238095,2.7606962748333332,0.9444444444444444,54.5,21.5,85.5,Carting,1
IND560002AAA_IND562132AAA,22,2.25,2.3206353811363636,0.9545454545454546,75.5,33.0,42.5,Carting,1
IND560027AAA_IND560099AAA,4,2.2055555555,2.23388888875,0.75,46.0,21.5,99.5,Carting,0
IND560043AAC_IND560064AAA,39,1.529411765,1.6308216336666668,1.0,28.0,18.0,22.0,Carting,1
IND560043AAC_IND560099AAB,24,1.956302521,1.9477422320833335,0.875,60.5,32.0,37.0,Carting,1
IND560043AAC_IND562132AAA,16,2.0381578945,2.2338679851875,1.0,79.5,40.0,33.5,Carting,1
IND560048AAB_IND560099AAB,26,1.635237069,2.2657440366923076,0.6538461538461539,53.5,32.0,32.5,Carting,1
IND560048AAB_IND562132AAA,17,1.893617021,2.346419673588235,0.8823529411764706,89.0,46.0,52.0,Carting,1
IND560058AAB_IND560060AAB,44,1.352941176,1.4220557557954545,0.6590909090909091,22.5,16.5,19.5,Carting,1
IND560058AAB_IND560099AAB,22,1.6455301455,1.6811009176818181,0.8181818181818182,62.5,37.0,30.0,Carting,1
IND560058AAB_IND562132AAA,14,1.5727272724999999,1.5709883952857144,0.8571428571428571,26.0,19.5,34.0,Carting,1
IND560058AAD_IND562132AAA,34,1.5445134575,1.7130237332941176,0.8235294117647058,32.5,22.0,173.0,Carting,1
IND560060AAB_IND560099AAB,15,1.363636364,1.4645163106666668,0.8,44.0,32.0,20.0,Carting,1
IND560060AAB_IND562132AAA,19,1.724137931,1.8338713225789476,0.9473684210526315,50.0,30.0,43.0,Carting,1
IND560064AAD_IND560043AAC,41,2.466666667,2.437816505585366,1.0,36.0,15.0,48.0,Carting,1
IND560067AAC_IND562114AAA,20,2.6333333335,2.6637121212499997,1.0,26.0,10.0,27.5,Carting,1
IND560077AAA_IND560099AAB,1,3.454545455,3.454545455,1.0,152.0,44.0,114.0,Carting,0
IND560078AAC_IND560099AAB,20,2.0823798625,2.49068703255,0.9,49.5,23.0,80.0,Carting,1
IND560078AAC_IND562132AAA,16,1.511904762,1.73646269575,0.9375,62.0,42.0,30.5,Carting,1
IND560083AAB_IND560058AAD,1,1.580645161,1.580645161,1.0,49.0,31.0,33.0,Carting,0
IND560083AAB_IND562132AAA,31,1.659090909,2.0916147868064514,0.9354838709677419,72.0,43.0,97.0,Carting,1
IND560085AAA_IND562132AAA,7,1.842105263,2.1358378045714286,1.0,70.0,36.0,92.0,Carting,1
IND560099AAB_IND000000ACS,1,1.571428571,1.571428571,1.0,33.0,21.0,87.0,Carting,0
IND560099AAB_IND515004AAA,1,1.541463415,1.541463415,1.0,316.0,205.0,197.0,FTL,0
IND560099AAB_IND560002AAA,25,2.1,1.95541942752,0.72,42.0,21.0,80.0,Carting,1
IND560099AAB_IND560043AAC,37,1.7,1.9559828828378378,0.8378378378378378,47.0,29.0,84.0,Carting,1
