corridor,corridor_trip_count,corridor_median_factor,corridor_mean_factor,corridor_pct_delayed,corridor_median_actual_time,corridor_median_osrm_time,corridor_median_dwell,corridor_main_route_type,is_reliable
IND263153AAB_IND263401AAA,1,2.538461538,2.538461538,1.0,99.0,39.0,57.0,FTL,0
IND263153AAB_IND263645AAA,1,1.188679245,1.188679245,0.0,189.0,159.0,144.0,FTL,0
IND263401AAA_IND244713AAA,1,2.409090909,2.409090909,1.0,53.0,22.0,36.0,FTL,0
IND263401AAA_IND263153AAB,15,1.868421053,2.3057759784,1.0,71.0,38.0,616.0,FTL,1
IND263601AAA_IND262501AAA,10,1.9260940255,1.9900075701,1.0,234.5,121.5,16.0,FTL,1
IND263601AAA_IND263153AAB,1,2.0,2.0,1.0,328.0,164.0,112.0,FTL,0
IND263601AAA_IND263645AAA,1,2.019230769,2.019230769,1.0,105.0,52.0,83.0,FTL,0
IND263645AAA_IND262501AAA,1,2.1,2.1,1.0,336.0,160.0,19.0,FTL,0
IND263645AAA_IND263601AAA,12,2.0315126049999996,2.1517808811666668,1.0,96.5,47.0,27.0,FTL,1
IND271001AAA_IND271201AAA,5,3.459459459,3.3235931942,1.0,101.0,31.0,886.0,Carting,1
IND271001AAA_IND271210AAA,1,3.047619048,3.047619048,1.0,128.0,42.0,2431.0,Carting,0
IND271201AAA_IND271210AAA,6,2.3666666665,2.3055555555,1.0,48.5,21.0,29.0,Carting,1
IND271210AAA_IND271001AAA,12,3.073369565,3.5459017498333334,1.0,144.5,47.0,174.5,Carting,1
IND272001AAA_IND272175AAA,2,1.761645963,1.761645963,1.0,44.0,25.5,42.0,FTL,0
IND272001AAA_IND273014AAB,5,1.675675676,1.6379937888,0.8,124.0,77.0,44.0,FTL,1
IND272155AAA_IND272001AAA,3,1.291666667,1.3333333336666666,1.0,31.0,24.0,23.0,FTL,0
IND272207AAB_IND272153AAC,3,3.058823529,3.0890522873333333,1.0,50.0,16.0,10.0,Carting,0
IND273014AAB_IND209304AAA,3,2.339100346,2.1688933743333334,1.0,676.0,289.0,98.0,FTL,0
IND273014AAB_IND273155AAA,5,2.3125,2.2901515152,1.0,74.0,32.0,69.0,Carting,1
IND273014AAB_IND273304AAA,2,3.0081967215,3.0081967215,1.0,183.5,61.0,73.5,Carting,0
IND273014AAB_IND274001AAA,16,3.0487804880000002,3.027134146375,1.0,125.0,40.5,72.5,FTL,1
IND273014AAB_IND274301AAB,1,2.243902439,2.243902439,1.0,92.0,41.0,111.0,FTL,0
IND273014AAB_IND277303AAC,18,1.98,2.010201343666667,1.0,198.0,101.0,55.5,FTL,1
IND273155AAA_IND273014AAB,1,2.838709677,2.838709677,1.0,88.0,31.0,415.0,Carting,0
IND273155AAA_IND273303AAA,1,1.533333333,1.533333333,1.0,23.0,15.0,24.0,Carting,0
IND273303AAA_IND273304AAA,1,4.041666667,4.041666667,1.0,97.0,24.0,10.0,Carting,0
IND273304AAA_IND273014AAB,12,3.9672043009999998,3.9841184850833335,1.0,242.0,61.0,386.5,Carting,1
IND274001AAA_IND273014AAB,1,5.642857143,5.642857143,1.0,237.0,42.0,78.0,FTL,0
IND274001AAA_IND274509AAB,13,1.875,2.330652174,1.0,46.0,24.0,39.0,FTL,1
IND274301AAB_IND273014AAB,13,4.5,4.457331825769231,1.0,168.0,37.0,179.0,FTL,1
IND274304AAA_IND274304AAB,6,5.0384615385,4.769230769333333,1.0,63.0,13.0,27.5,FTL,1
IND274304AAB_IND274301AAB,13,2.235294118,2.313756913076923,1.0,38.0,17.0,31.0,FTL,1
IND274304AAB_IND274304AAA,1,2.909090909,2.909090909,1.0,32.0,11.0,28.0,FTL,0
IND274402AAA_IND274301AAB,1,3.333333333,3.333333333,1.0,100.0,30.0,10.0,FTL,0
IND274402AAA_IND274304AAB,4,2.8333333334999997,3.185897436,1.0,34.0,12.5,18.5,FTL,0
IND274509AAB_IND274001AAA,1,2.125,2.125,1.0,51.0,24.0,27.0,FTL,0
IND274509AAB_IND274304AAA,2,2.2083333334999997,2.2083333334999997,1.0,105.0,47.5,14.5,FTL,0
IND274509AAB_IND274402AAA,2,2.625170068,2.625170068,1.0,124.5,47.0,22.5,FTL,0
IND275101AAA_IND275503AAA,2,4.1363636365000005,4.1363636365000005,1.0,45.5,11.0,36.0,FTL,0
IND275303AAA_IND276140AAA,4,2.1525735294999997,2.32628676475,1.0,35.5,16.0,27.0,FTL,0
IND275503AAA_IND275303AAA,4,4.2692307695,4.23076923075,1.0,55.5,13.0,26.5,FTL,0
IND276128AAA_IND276305AAA,6,2.0754985755,2.3841405508333335,1.0,55.0,26.0,31.0,FTL,1
IND276129AAA_IND221010AAB,1,3.706666667,3.706666667,1.0,278.0,75.0,867.0,FTL,0
IND276140AAA_IND276129AAA,1,2.378378378,2.378378378,1.0,88.0,37.0,57.0,FTL,0
IND276305AAA_IND223101AAB,7,2.04,2.072967033,1.0,51.0,26.0,38.0,FTL,1
IND277201AAA_IND221706AAA,7,2.490909091,2.6874372452857145,1.0,142.0,58.0,20.0,FTL,1
IND277211AAA_IND277201AAA,5,2.523809524,2.491904762,1.0,53.0,21.0,15.0,FTL,1
IND277303AAC_IND277211AAA,6,1.4142156865,1.4380956033333334,1.0,52.0,37.0,27.0,FTL,1
IND281121AAB_IND110037AAM,13,2.15,2.4587703265384615,1.0,254.0,119.0,28.0,FTL,1
IND281401AAA_IND121004AAB,3,2.261538462,2.353613053666667,1.0,147.0,65.0,12.0,Carting,0
IND281401AAA_IND321022AAA,9,1.484848485,1.5791608367777779,0.8888888888888888,49.0,33.0,13.0,Carting,1
IND282001AAA_IND000000ACB,5,1.724550898,1.7386508474,1.0,287.0,166.0,89.0,FTL,1
IND282001AAA_IND110037AAM,7,1.798882682,2.035115722285714,1.0,322.0,179.0,94.0,FTL,1
IND282001AAC_IND000000ACB,2,1.753012048,1.753012048,1.0,291.0,166.0,87.5,FTL,0
IND282001AAF_IND283122AAB,18,2.1885964915000002,2.2946648021111113,1.0,40.5,18.0,48.5,Carting,1
IND282002AAD_IND110037AAM,1,1.644067797,1.644067797,1.0,291.0,177.0,43.0,FTL,0
IND282002AAD_IND204101AAA,4,2.0125,2.2123198447499997,1.0,79.5,40.5,58.0,FTL,0
IND282002AAD_IND205001AAB,8,2.039772727,1.8561023925,0.75,187.0,88.0,46.0,FTL,1
IND282002AAD_IND281004AAA,8,1.388059701,1.4242149877499999,1.0,93.0,67.0,82.5,FTL,1
IND282002AAD_IND474003AAA,9,1.516666667,1.6224158423333332,1.0,183.0,121.0,113.0,FTL,1
IND283122AAB_IND282005AAA,3,5.090909091,4.532828283,1.0,112.0,22.0,1127.0,Carting,0
IND283122AAB_IND328001AAA,7,1.15625,1.159187788,0.2857142857142857,72.0,62.0,35.0,FTL,1
IND283203AAA_IND110037AAM,13,2.214285714,2.1311075015384615,1.0,434.0,196.0,58.0,FTL,1
IND283203AAA_IND282002AAD,1,2.114285714,2.114285714,1.0,74.0,35.0,32.0,FTL,0
IND284001AAA_IND284403AAA,6,1.7021822845,1.7886837165000002,1.0,136.5,77.0,38.5,FTL,1
IND284403AAA_IND472001AAA,2,1.8555429865,1.8555429865,1.0,123.5,66.5,46.5,FTL,0
IND284403AAA_IND474003AAA,1,2.504807692,2.504807692,1.0,521.0,208.0,59.0,FTL,0
IND285001AAD_IND285205AAB,21,1.424242424,1.509340507952381,0.9047619047619048,45.0,32.0,33.0,FTL,1
IND285205AAB_IND210431AAA,5,2.1875,2.2698007502,1.0,175.0,80.0,53.0,FTL,1
IND301001AAB_IND302014AAA,2,2.2280701755,2.2280701755,1.0,251.5,113.0,257.0,FTL,0
IND301001AAB_IND321001AAB,13,1.738461538,1.7941341853846153,1.0,114.0,65.0,66.0,FTL,1
IND301001AAB_IND321606AAA,3,2.246376812,2.669960474333333,1.0,155.0,69.0,76.0,FTL,0
IND301019AAA_IND123001AAA,2,2.455067155,2.455067155,1.0,156.5,64.0,58.0,FTL,0
IND301019AAA_IND301705AAA,6,3.2765957445,3.3606980026666666,1.0,156.0,47.5,32.5,FTL,1
IND301705AAA_IND123001AAA,1,2.75862069,2.75862069,1.0,80.0,29.0,12.0,FTL,0
IND302004AAA_IND302014AAB,7,2.642857143,3.1781462585714286,1.0,37.0,15.0,124.0,Carting,1
IND302004AAA_IND302033AAB,1,2.9,2.9,1.0,29.0,10.0,143.0,Carting,0
IND302006AAA_IND302014AAB,13,3.0,3.677174986923077,1.0,45.0,12.0,27.0,Carting,1
IND302006AAC_IND302014AAB,1,3.5,3.5,1.0,63.0,18.0,2.0,Carting,0
IND302014AAA_IND000000ACB,23,1.926829268,1.919702257826087,1.0,316.0,164.0,186.0,FTL,1
IND302014AAA_IND110037AAM,14,1.737104564,1.8009353872857141,1.0,353.5,202.0,171.5,FTL,1
IND302014AAA_IND301001AAB,21,1.912280702,1.8718892728571428,1.0,218.0,116.0,80.0,FTL,1
IND302014AAA_IND303702AAB,9,2.210526316,2.4531558162222225,1.0,84.0,38.0,158.0,FTL,1
IND302014AAA_IND305001AAC,14,2.5141509435,2.5305711388571432,1.0,269.5,107.0,206.0,FTL,1
IND302014AAA_IND306401AAB,2,2.3077265815,2.3077265815,1.0,495.0,214.5,234.5,FTL,0
IND302014AAA_IND313001AAB,12,1.9059233450000002,1.926619802,1.0,547.0,287.0,292.5,FTL,1
IND302014AAA_IND332404AAA,1,2.413793103,2.413793103,1.0,140.0,58.0,173.0,FTL,0
IND302014AAB_IND302004AAA,26,2.339366516,2.3292672415384614,0.9230769230769231,37.0,16.0,26.0,Carting,1
IND302014AAB_IND302006AAA,16,1.9354166665,2.092802601875,1.0,30.5,16.0,33.5,Carting,1
IND302014AAB_IND302006AAC,22,2.3333333334999997,2.7528250752727272,1.0,43.0,19.0,32.5,Carting,1
IND302014AAB_IND302020AAA,18,2.0416666665000003,2.4074333074444443,1.0,24.0,12.0,28.0,Carting,1
IND302014AAB_IND302023AAA,19,2.714285714,2.765870997736842,1.0,61.0,23.0,36.0,Carting,1
IND302014AAB_IND302026AAA,19,3.833333333,3.5041045504736843,1.0,69.0,18.0,54.0,Carting,1
IND302014AAB_IND303008AAB,5,1.923076923,1.885451418,1.0,103.0,54.0,56.0,Carting,1
IND302014AAB_IND303301AAB,10,1.3125,1.3420698925,0.5,42.0,31.5,50.5,Carting,1
IND302014AAB_IND303303AAA,3,3.0,2.475490196,1.0,159.0,53.0,47.0,Carting,0
IND302014AAB_IND303603AAB,1,1.694444444,1.694444444,1.0,122.0,72.0,27.0,Carting,0
IND302014AAB_IND303901AAA,10,2.0294117645,2.2396247973000003,1.0,36.0,17.0,76.0,Carting,1
IND302014AAB_IND304001AAA,1,2.483333333,2.483333333,1.0,149.0,60.0,71.0,Carting,0
IND302020AAA_IND302014AAB,14,3.0353535355,4.022546897642857,1.0,30.5,11.0,17.5,Carting,1
IND302022AAD_IND000000ACB,7,1.909090909,1.9018781255714285,1.0,314.0,165.0,384.0,Carting,1
IND302026AAA_IND302014AAB,1,6.823529412,6.823529412,1.0,116.0,17.0,24.0,Carting,0
IND303002AAA_IND302014AAA,10,1.857142857,2.0323406612,1.0,65.5,35.0,19.0,FTL,1
IND303008AAB_IND303338AAB,5,1.533333333,1.4722807018,0.8,44.0,30.0,30.0,Carting,1
IND303106AAA_IND302014AAA,2,2.2658045975,2.2658045975,1.0,133.5,59.0,32.0,FTL,0
IND303106AAA_IND303002AAA,9,1.52173913,1.6028222731111113,1.0,34.0,19.0,23.0,FTL,1
IND303108AAB_IND303106AAA,9,1.548387097,1.7101403823333332,1.0,48.0,31.0,20.0,FTL,1
IND303301AAB_IND303303AAA,12,1.4772727275,1.5361982220833335,1.0,31.5,22.0,6.5,Carting,1
IND303303AAA_IND322230AAA,16,1.3441558445,1.380672617,0.8125,103.5,77.0,11.0,Carting,1
IND303338AAB_IND303603AAB,6,1.245614035,1.222945392,0.6666666666666666,41.0,32.5,30.0,Carting,1
IND303503AAA_IND302014AAB,11,1.736842105,1.764553865090909,1.0,99.0,57.0,8.0,Carting,1
IND303603AAB_IND302014AAB,6,2.5104590890000003,2.587128224,1.0,184.5,73.5,24.5,Carting,1
IND303603AAB_IND303338AAB,1,0.877192983,0.877192983,0.0,50.0,57.0,16.0,Carting,0
IND303702AAB_IND332001AAB,4,1.6085509475,1.61072708675,1.0,100.5,62.0,22.0,FTL,0
IND303702AAB_IND332404AAA,8,1.5708333335,1.6370833333750001,1.0,38.5,24.5,24.5,FTL,1
IND303901AAA_IND304001AAA,3,1.904761905,1.7472527473333332,1.0,80.0,42.0,16.0,Carting,0
IND304001AAA_IND322001AAC,1,1.482758621,1.482758621,1.0,86.0,58.0,36.0,Carting,0
IND305001AAC_IND305802AAA,11,2.142857143,2.4257557257272726,1.0,56.0,25.0,263.0,FTL,1
IND305001AAC_IND305901AAA,17,1.931818182,2.4808774227058823,1.0,84.0,43.0,104.0,FTL,1
IND305001AAC_IND306401AAB,15,2.008064516,2.1043591146666665,1.0,249.0,123.0,50.0,FTL,1
IND305001AAC_IND342602AAC,2,1.9114583335,1.9114583335,1.0,183.5,96.0,154.0,FTL,0
IND305404AAA_IND305001AAC,1,2.340909091,2.340909091,1.0,206.0,88.0,52.0,FTL,0
IND305404AAA_IND305601AAC,13,1.446428571,1.5149166316153848,0.9230769230769231,80.0,55.0,17.0,FTL,1
IND305601AAC_IND305001AAC,18,1.9852941175,2.026931782833333,1.0,66.5,34.0,20.0,FTL,1
IND305624AAA_IND305404AAA,8,1.669320269,1.707599140375,0.875,114.0,70.5,44.5,FTL,1
IND305802AAA_IND341512AAA,6,2.0165912515,2.1167119916666666,1.0,70.0,35.0,18.0,FTL,1
IND305901AAA_IND305624AAA,1,3.38372093,3.38372093,1.0,291.0,86.0,166.0,FTL,0
IND305901AAA_IND342602AAC,6,1.8686502175,2.208359596333333,1.0,98.0,54.0,40.5,FTL,1
IND306116AAA_IND306001AAA,3,1.93902439,2.208294741,1.0,159.0,82.0,13.0,FTL,0
IND306304AAB_IND311302AAA,1,1.913043478,1.913043478,1.0,88.0,46.0,9.0,FTL,0
IND306401AAB_IND302014AAA,17,1.958715596,1.9717679802941177,1.0,425.0,214.0,82.0,FTL,1
IND306401AAB_IND305001AAC,20,2.9226599685,2.8972318755499997,1.0,357.0,123.0,42.5,Carting,1
IND306401AAB_IND342005AAD,18,1.686579378,1.9108179594444445,1.0,91.5,54.0,56.5,FTL,1
IND306401AAB_IND343001AAA,5,2.034482759,1.9333358494,1.0,174.0,86.0,14.0,FTL,1
IND306902AAA_IND306116AAA,1,1.518518519,1.518518519,1.0,41.0,27.0,29.0,FTL,0
IND307001AAA_IND306902AAA,2,1.557692308,1.557692308,1.0,40.5,26.0,11.0,FTL,0
IND311001AAA_IND313324AAA,5,1.846153846,1.8738461538,1.0,120.0,65.0,2.0,FTL,1
IND311301AAA_IND305624AAA,6,4.3655462185000005,4.5100310555,1.0,150.5,33.5,19.5,FTL,1
IND311302AAA_IND305624AAA,3,1.666666667,1.6525627793333335,1.0,30.0,18.0,219.0,FTL,0
IND312001AAA_IND311001AAA,13,1.565217391,1.5887796703076922,1.0,72.0,46.0,40.0,FTL,1
IND312001AAA_IND312601AAA,6,1.358416131,1.359698569,0.6666666666666666,81.0,58.5,14.0,FTL,1
IND312403AAA_IND312001AAA,9,1.608695652,1.823434011222222,1.0,111.0,68.0,29.0,FTL,1
IND312601AAA_IND458664AAA,6,1.313633521,1.567816112,0.8333333333333334,52.5,40.0,21.0,FTL,1
IND312605AAB_IND313001AAB,7,2.382352941,2.4033383425714283,1.0,324.0,137.0,27.0,FTL,1
IND312605AAB_IND458001AAB,12,1.787878788,1.82277462125,1.0,57.5,32.0,57.5,FTL,1
IND313001AAB_IND306401AAB,17,1.964285714,1.9891932770588237,1.0,275.0,140.0,59.0,FTL,1
IND313001AAB_IND311001AAA,1,2.645454545,2.645454545,1.0,291.0,110.0,395.0,FTL,0
IND313001AAB_IND312001AAA,13,2.075949367,2.0438291140000002,1.0,164.0,79.0,442.0,FTL,1
IND313001AAB_IND327001AAB,8,2.7417218544999997,2.7485835657499997,1.0,414.0,151.0,199.0,FTL,1
IND313001AAB_IND382430AAB,14,2.131582592,2.1977314919285713,1.0,405.0,190.0,84.5,FTL,1
IND313324AAA_IND313001AAB,14,1.7987588655,1.925056991,1.0,85.5,48.0,31.0,FTL,1
IND321001AAA_IND301001AAB,3,5.649484536,4.459136411,1.0,548.0,97.0,211.0,FTL,0
IND321001AAA_IND321401AAB,10,1.2360150845,1.2300444271,0.6,46.5,39.0,11.0,FTL,1
IND321001AAB_IND321001AAA,6,1.3003337045,1.5772617725,0.8333333333333334,39.0,31.0,30.0,FTL,1
IND321001AAB_IND321401AAB,2,1.847902098,1.847902098,1.0,121.0,65.5,8.0,FTL,0
IND321022AAA_IND121004AAB,9,3.219512195,3.084294473222222,1.0,264.0,83.0,31.0,Carting,1
IND321408AAB_IND301001AAB,1,5.758241758,5.758241758,1.0,524.0,91.0,202.0,FTL,0
IND321408AAB_IND321606AAA,4,2.015625,1.9623161765,1.0,64.5,32.0,28.0,FTL,0
IND321606AAA_IND301001AAB,6,1.755802708,3.185047982166667,1.0,87.0,51.0,587.0,FTL,1
IND321606AAA_IND321001AAA,3,1.591836735,1.7495748300000002,1.0,78.0,49.0,26.0,FTL,0
IND322001AAC_IND302014AAB,3,1.773913043,2.0368337953333335,1.0,204.0,115.0,20.0,Carting,0
IND322201AAA_IND302014AAB,2,2.1960480435000003,2.1960480435000003,1.0,193.0,88.0,14.5,Carting,0
IND322201AAA_IND303503AAA,12,1.6942528735,1.7214481984166667,1.0,50.0,30.0,13.5,Carting,1
IND322230AAA_IND322241AAA,14,1.5892857139999998,1.6269091927857142,1.0,44.5,28.0,17.0,Carting,1
IND322241AAA_IND322201AAA,15,2.136363636,2.0742841458,1.0,47.0,23.0,30.0,Carting,1
IND327001AAB_IND312605AAB,4,1.4112903225,1.4002880185,1.0,87.5,62.0,13.5,FTL,0
IND328001AAA_IND000000ACB,1,1.54040404,1.54040404,1.0,305.0,198.0,9.0,FTL,0
IND328001AAA_IND282002AAD,7,2.696969697,2.7478975295714285,1.0,174.0,63.0,45.0,FTL,1
IND328001AAA_IND474003AAA,6,1.5819696085000001,1.5978959671666668,1.0,92.5,58.0,17.0,FTL,1
IND331022A1B_IND331001A1C,1,2.612244898,2.612244898,1.0,128.0,49.0,0.0,FTL,0
IND331023AAA_IND331304AAA,3,1.161290323,1.2217741936666666,0.3333333333333333,36.0,31.0,27.0,FTL,0
IND331304AAA_IND332001AAB,4,4.1040209789999995,4.2848748155,1.0,441.0,106.5,46.5,FTL,0
IND331507AAA_IND302014AAA,3,2.401197605,2.3938274600000002,1.0,401.0,166.0,15.0,FTL,0
IND331701AAA_IND125001AAA,2,5.484375,5.484375,1.0,351.0,64.0,178.5,FTL,0
IND332001AAB_IND333001AAA,3,1.271186441,1.2488750123333334,0.6666666666666666,75.0,59.0,24.0,FTL,0
IND332001AAB_IND333028AAA,2,1.453104672,1.453104672,1.0,134.0,92.0,27.0,FTL,0
IND332001AAB_IND333031AAA,2,2.2675088655,2.2675088655,1.0,215.0,95.0,47.0,FTL,0
IND332001AAB_IND333042AAA,14,1.3614982580000001,1.8966776315714287,0.8571428571428571,55.0,33.0,37.5,FTL,1
IND332001AAB_IND334001AAB,10,1.612363127,1.6241785924999999,1.0,247.5,153.0,101.5,FTL,1
IND332001AAB_IND334001AAC,3,1.588235294,1.6051693403333331,1.0,243.0,154.0,87.0,FTL,0
IND332404AAA_IND332001AAB,12,1.397147147,1.4847118045,1.0,52.0,37.0,21.0,FTL,1
IND332713AAA_IND332709AAA,6,2.9170673075,2.7578802966666665,1.0,103.5,34.5,19.5,FTL,1
IND332713AAA_IND332715AAB,1,2.06122449,2.06122449,1.0,101.0,49.0,6.0,FTL,0
IND333001AAA_IND333028AAA,3,1.378378378,1.3225715786666667,0.6666666666666666,51.0,41.0,14.0,FTL,0
IND333028AAA_IND333502AAA,1,1.14893617,1.14893617,0.0,54.0,47.0,0.0,FTL,0
IND333028AAA_IND333504AAA,1,1.655172414,1.655172414,1.0,48.0,29.0,49.0,FTL,0
IND333031AAA_IND331023AAA,5,2.8,2.870098522,1.0,84.0,29.0,31.0,FTL,1
IND333042AAA_IND333031AAA,13,1.605263158,1.620622711923077,1.0,118.0,73.0,20.0,FTL,1
IND333504AAA_IND332713AAA,2,1.7542213885,1.7542213885,1.0,70.0,40.0,7.0,FTL,0
IND334001AAB_IND334803AAA,2,1.898610508,1.898610508,1.0,91.5,48.0,19.0,FTL,0
IND334001AAC_IND334803AAA,4,1.7111111110000001,1.70303030275,1.0,78.0,45.0,11.5,FTL,0
IND334001AAC_IND341001AAC,2,1.625,1.625,1.0,136.5,84.0,21.5,FTL,0
IND334803AAA_IND341001AAC,3,1.975,1.9392506139999999,1.0,79.0,37.0,11.0,FTL,0
IND335001AAA_IND125104AAA,10,1.8242647060000001,1.8734095516,1.0,149.5,80.0,40.0,FTL,1
IND335051AAA_IND335513AAA,10,1.757731959,2.1473922575,0.9,170.5,99.0,144.5,Carting,1
IND335501AAA_IND331701AAA,1,1.714285714,1.714285714,1.0,36.0,21.0,24.0,FTL,0
IND335513AAA_IND335001AAA,6,1.7905162065,1.8691916766666665,1.0,89.5,50.0,52.5,FTL,1
IND335513AAA_IND335803AAA,9,1.310344828,1.427347414111111,1.0,38.0,29.0,43.0,Carting,1
IND335513AAA_IND335804AAD,1,1.5,1.5,1.0,81.0,54.0,57.0,Carting,0
IND335523AAB_IND125001AAA,1,3.754237288,3.754237288,1.0,443.0,118.0,82.0,FTL,0
IND335524AAA_IND335523AAB,1,1.14893617,1.14893617,0.0,54.0,47.0,38.0,FTL,0
IND335701AAA_IND335051AAA,7,1.063829787,1.2320162108571429,0.42857142857142855,50.0,47.0,21.0,Carting,1
IND335703AAA_IND335701AAA,9,1.09375,1.340622255888889,0.4444444444444444,36.0,31.0,16.0,Carting,1
IND335803AAA_IND335804AAD,7,1.142857143,1.343468581,0.42857142857142855,25.0,22.0,8.0,Carting,1
IND335804AAD_IND335701AAA,2,1.1851398245,1.1851398245,0.5,83.0,70.0,13.0,Carting,0
IND335804AAD_IND335703AAA,9,1.078947368,1.1406788365555556,0.2222222222222222,41.0,38.0,29.0,Carting,1
IND341001AAC_IND341030AAA,2,1.8787248785,1.8787248785,1.0,71.0,38.0,33.5,FTL,0
IND341001AAC_IND341303AAA,7,1.55952381,1.8493997598571428,1.0,132.0,84.0,32.0,FTL,1
IND341030AAA_IND341303AAA,3,1.466666667,1.4792832266666667,1.0,66.0,45.0,8.0,FTL,0
IND341303AAA_IND341306AAA,14,1.6733333335,1.7597344322857142,1.0,42.0,24.0,21.0,FTL,1
IND341306AAA_IND302014AAA,4,2.3205882349999998,2.31349866075,1.0,394.5,170.5,71.5,FTL,0
IND341503AAB_IND341510AAB,12,2.060606061,2.2730986335,1.0,68.0,33.0,31.0,FTL,1
IND341505AAA_IND341503AAB,12,1.849547511,1.9283224234166667,1.0,125.0,66.0,50.5,FTL,1
IND341505AAA_IND341510AAB,1,2.087378641,2.087378641,1.0,215.0,103.0,28.0,FTL,0
IND341510AAB_IND305001AAC,14,2.3727272729999997,2.4428571429285713,1.0,130.5,55.0,193.0,FTL,1
IND341512AAA_IND341505AAA,5,1.727272727,1.8050557752,1.0,42.0,23.0,13.0,FTL,1
IND342005AAD_IND342601AAA,9,2.142857143,2.428528745,1.0,105.0,49.0,174.0,FTL,1
IND342005AAD_IND342902A1B,1,1.680851064,1.680851064,1.0,158.0,94.0,193.0,FTL,0
IND342005AAD_IND342902AAA,5,2.20212766,2.1709966406,1.0,200.0,94.0,178.0,FTL,1
IND342005AAD_IND344022AAB,4,1.773333333,1.743114035,1.0,133.0,75.0,17.5,FTL,0
IND342301AAA_IND342005AAD,13,5.7265625,5.282710964,1.0,733.0,127.0,25.0,FTL,1
IND342601AAA_IND342902A1B,6,1.9504283965,2.0073207595,1.0,80.0,40.5,22.0,FTL,1
IND342601AAA_IND342902AAA,3,1.914285714,1.8117833383333333,1.0,68.0,41.0,8.0,FTL,0
IND342602AAC_IND306304AAB,1,2.162790698,2.162790698,1.0,93.0,43.0,15.0,FTL,0
IND342602AAC_IND311302AAA,3,2.026315789,1.9780084013333334,1.0,154.0,76.0,21.0,FTL,0
IND342902A1B_IND302014AAA,9,2.342391304,2.401021509777778,1.0,431.0,184.0,80.0,FTL,1
IND342902AAA_IND302014AAA,5,2.387096774,2.5112815568,1.0,458.0,186.0,85.0,FTL,1
IND343001AAA_IND343029AAB,2,1.3153846155,1.3153846155,0.5,85.5,65.0,21.0,FTL,0
IND343029AAB_IND307001AAA,2,1.4,1.4,1.0,98.0,70.0,14.5,FTL,0
IND344001AAA_IND342301AAA,4,1.719387755,1.7275264165,1.0,337.0,196.0,23.5,FTL,0
IND344001AAA_IND345001AAA,6,0.772594947,0.7934878871666667,0.0,149.5,194.5,12.5,FTL,1
IND344001AAA_IND345021AAA,3,1.75,1.756155829,1.0,266.0,151.0,11.0,FTL,0
IND344022AAB_IND342301AAA,1,1.733668342,1.733668342,1.0,345.0,199.0,169.0,FTL,0
IND344022AAB_IND344001AAA,9,1.449275362,1.4255017843333333,0.7777777777777778,99.0,68.0,22.0,FTL,1
IND345001AAA_IND342301AAA,1,1.75,1.75,1.0,210.0,120.0,3.0,FTL,0
IND345001AAA_IND345021AAA,4,1.337662338,1.3277380515,1.0,103.0,77.0,13.0,FTL,0
IND345021AAA_IND342301AAA,10,1.4492424245,1.457312253,0.8,64.5,45.0,20.0,FTL,1
IND360003AAA_IND360311AAA,2,2.1023076925,2.1023076925,1.0,53.5,25.5,43.0,Carting,0
IND360311AAA_IND360050AAA,1,1.377777778,1.377777778,1.0,62.0,45.0,7.0,Carting,0
IND360370AAA_IND360410AAA,1,2.461538462,2.461538462,1.0,32.0,13.0,5.0,FTL,0
IND360410AAA_IND360490AAA,2,2.824175824,2.824175824,1.0,38.0,13.5,8.0,FTL,0
IND360490AAA_IND362001AAA,10,2.3092209855,2.5826702637,1.0,80.5,36.0,26.5,FTL,1
IND360510AAB_IND360530AAB,13,1.423076923,1.6072332609230768,0.9230769230769231,37.0,25.0,12.0,Carting,1
IND360530AAB_IND362001AAA,15,2.0,2.175536978333333,1.0,140.0,69.0,14.0,Carting,1
IND360575AAA_IND360510AAB,10,1.7375,1.8325125079,1.0,69.5,40.5,20.5,Carting,1
IND361001AAA_IND361305AAC,16,1.733653846,1.8100578898125,1.0,68.5,40.0,28.5,FTL,1
IND361305AAC_IND361315AAA,10,1.7029411765,1.6598999283000002,1.0,52.5,31.0,4.5,FTL,1
IND361305AAC_IND361335AAA,1,1.593220339,1.593220339,1.0,94.0,59.0,12.0,FTL,0
IND361315AAA_IND361335AAA,11,1.555555556,1.5753688962727272,1.0,43.0,28.0,3.0,FTL,1
IND361335AAA_IND360002AAB,1,1.336898396,1.336898396,1.0,250.0,187.0,33.0,FTL,0
IND362001AAA_IND360370AAA,10,2.0652173915,2.2210988142000003,1.0,47.5,23.0,26.0,FTL,1
IND362001AAA_IND360575AAA,11,1.481927711,1.5007787938181816,1.0,123.0,83.0,20.0,Carting,1
IND362001AAA_IND362220AAA,14,2.0833333334999997,2.2483087047857144,1.0,50.0,24.0,24.0,Carting,1
IND362001AAA_IND362265AAA,2,1.9223057645,1.9223057645,1.0,108.5,56.5,41.5,Carting,0
IND362150AAA_IND362001AAA,11,1.626865672,1.6670527453636366,1.0,109.0,67.0,7.0,Carting,1
IND362220AAA_IND362225AAA,6,1.9415384615,1.971377018,1.0,48.5,25.0,13.0,Carting,1
IND362220AAA_IND362265AAA,2,1.578125,1.578125,1.0,50.5,32.0,13.0,Carting,0
